UniqueID,rank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks_ppm_,medianAbsoluteMassErrorFragmentPeaks_ppm_,massErrorPrecursor_ppm_,ionMass,retentionTimeInSeconds,id,ms2_id,num_strains_sig
met_100,760,C43H89N2O6P,[M + H]+,C43H89N2O6P,0.993969849,9.915335626,9.915335626,0,4,0.452999641,-1.743928173,1.743928173,2.492401296,761.655,364.04,2057_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime364.04scanNumNApre,2057,2
met_1002,950,C42H85N2O6P,[M + H]+,C42H85N2O6P,0.974371859,83.72943344,83.72943344,0,27,0.832694886,-2.566094741,2.566094741,1.607351047,745.623,305.6,1863_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime305.6scanNumNAprec,1863,3
met_1003,797,C44H84NO8P,[M + H]+,C44H84NO8P,0.991457286,14.46452252,14.46452252,0,8,1,-1.734200381,1.734200381,1.485211146,786.6019,288.09,2366_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime288.09scanNumNApre,2366,2
met_1005,388,C36H68O3,[M + H]+,C36H68O3,1,45.14663979,45.14663979,0,10,0.312761298,-2.558402462,2.558402462,2.68870442,549.5256,349.54,3124_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime349.54scanNumNApre,3124,1
met_1006,717,C39H66O4,[M + Na]+,C39H66O4,0.996482412,53.29062273,53.29062273,0,7,0.25530157,-3.762443942,3.762443942,4.776771999,621.4883,210.47,4723_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime210.47scanNumNApre,4723,4
met_1013,2062,C55H84O4,[M + H]+,C55H84O4,0.250753769,6,6,0,1,0,NaN,NaN,1.188644001,809.6452,360.63,2650_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime360.63scanNumNApre,2650,3
met_1023,2232,C37H65NO7,[M + K]+,C37H65NO7,0.042211055,1,1,0,1,0,NaN,NaN,0.50186838,674.4396,153.56,1320_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime153.56scanNumNApre,1320,4
met_1034,1658,C45H85NO9,[M + H]+,C45H85NO9,0.520100503,6.745510063,6.745510063,0,7,0.441785714,-2.087767197,2.087767197,-4.345702012,784.6263,408.79,2341_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime408.79scanNumNApre,2341,1
met_1042,655,C38H67NO5,[M + H]+,C38H67NO5,0.998492462,100.1043058,100.1043058,0,22,0.767562879,-2.143867266,2.143867266,0.64559048,618.5096,274.13,4642_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime274.13scanNumNApre,4642,2
met_105,1893,C44H82NO7P,[M + H]+,C44H82NO7P,0.371859296,2.903908252,2.903908252,0,5,0.133733797,-1.725460835,2.138930139,1.734281357,768.5915,376.12,2129_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime376.12scanNumNApre,2129,4
met_1062,818,C41H68O4,[M + H]+,C41H68O4,0.989447236,37.97707836,37.97707836,0,6,0.311922569,-2.179705741,3.286242524,-0.698793114,625.5186,262.73,4859_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime262.73scanNumNApre,4859,1
met_1075,96,C10H12O4,[M + H]+,C10H12O4,1,110.7226392,110.7226392,0,19,0.801440126,-3.383984224,3.383984224,0.328209935,197.0809,417.42,1887_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime417.42scanNumNApre,1887,1
met_1079,599,C20H29NO,[M + H]+,C20H29NO,0.999497487,62.53600425,62.53600425,0,10,0.432959402,-2.126152814,2.126152814,0.696127098,300.2324,65.46,4486_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime65.46scanNumNAprec,4486,1
met_1083,2176,C30H57N13O9,[M + H]+,C30H57N13O9,0.142713568,5.138604229,5.138604229,0,3,0.290229885,-0.229580487,0.229580487,-3.622640779,744.4448,95.72,1844_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime95.72scanNumNAprec,1844,1
met_1085,2005,C48H71NO7,[M + Na]+,C48H71NO7,0.304020101,19.01191933,19.01191933,0,8,0.589627449,-2.089781226,3.083087523,0.408892351,796.5126,218.48,2480_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime218.48scanNumNApre,2480,1
met_1087,1525,C40H70NO9P,[M + H]+,C40H70NO9P,0.648241206,17.10891682,17.10891682,0,5,0.693774537,-2.25912492,2.25912492,-0.129512362,740.486,147.22,1806_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime147.22scanNumNApre,1806,1
met_1088,238,C43H87NO4,[M + H]+,C43H87NO4,1,79.69396521,79.69396521,0,10,0.688607183,-2.729388839,2.729388839,0.751875624,682.6713,513.76,1385_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime513.76scanNumNApre,1385,2
met_110,2165,C46H83N3O6,[M + Na]+,C46H83N3O6,0.156281407,1,1,0,1,0,NaN,NaN,4.508949562,796.621,377.96,2489_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime377.96scanNumNApre,2489,3
met_1112,1367,C45H90N6O6,[M + Na]+,C45H90N6O6,0.781909548,13.01119714,13.01119714,0,8,0.514594064,-2.622695201,3.719576355,1.672938328,833.6828,414.85,2952_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime414.85scanNumNApre,2952,1
met_1129,1832,C47H89N3O3,[M + K]+,C47H89N3O3,0.447738693,1,1,0,1,0,NaN,NaN,-4.410410336,782.6501,384.69,2314_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime384.69scanNumNApre,2314,2
met_1152,705,C38H56O4,[M + H]+,C38H56O4,0.996984925,20.56428609,20.56428609,0,4,0.192863734,0.328209935,0.328209935,1.668223708,577.4261,444.92,3497_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime444.92scanNumNApre,3497,1
met_118,1892,C37H53N5O2,[M + Na]+,C37H53N5O2,0.372361809,9.678459867,9.678459867,0,4,0.46369637,-1.48307747,1.546517363,-0.556926718,622.4088,144.66,4753_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime144.66scanNumNApre,4753,1
met_1182,8,C45H85NO6,[M + H]+,C45H85NO6,1,188.0208638,188.0208638,0,41,0.916380457,-2.402163761,2.402163761,1.67530615,736.6462,433.17,1778_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime433.17scanNumNApre,1778,2
met_1196,781,C42H82N4O4S,[M + K]+,C42H82N4O4S,0.992462312,35.73221198,35.73221198,0,9,0.692411787,-2.706493592,2.706493592,-4.29057628,777.5655,315.72,2243_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime315.72scanNumNApre,2243,1
met_1202,1026,C41H82NO8P,[M + Na]+,C41H82NO8P,0.959296482,38.11432759,38.11432759,0,15,0.53594606,-3.695405226,3.695405226,-2.110027378,770.5654,307.96,2145_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime307.96scanNumNApre,2145,1
met_1203,1557,C39H76NO8P,[M + Na]+,C39H76NO8P,0.614070352,35.76719728,35.76719728,0,8,0.952239018,-0.973779061,0.973779061,4.894209206,740.5237,190.39,1808_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime190.39scanNumNApre,1808,1
met_1213,1591,C12H31NO24P6,[M + K]+,C12H31NO24P6,0.575376884,16.45235849,16.45235849,0,5,0.248484061,-2.111068397,2.111068397,1.34253302,797.9304,164.51,2507_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime164.51scanNumNApre,2507,1
met_1254,289,C20H37NO4,[M + H]+,C20H37NO4,1,68.92084436,68.92084436,0,30,0.972519775,-1.667023588,1.667023588,0.74347159,356.2798,66.07,1365_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime66.07scanNumNAprec,1365,3
met_1257,961,C50H98O,[M + Na]+,C50H98O,0.973366834,6,6,0,1,0,NaN,NaN,0.693382405,737.7515,423.33,1783_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime423.33scanNumNApre,1783,3
met_1260,2001,C39H65N5O8,[M + Na]+,C39H65N5O8,0.310050251,9.473488242,9.473488242,0,3,0.353112486,-4.960229544,4.960229544,-1.37147671,754.4715,55.64,1964_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime55.64scanNumNAprec,1964,3
met_1261,129,C31H60,[M + H]+,C31H60,1,102.3547789,102.3547789,0,13,0.87724336,-2.643895651,2.643895651,0.741972089,433.4771,343.02,1965_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime343.02scanNumNApre,1965,3
met_1271,1411,C39H66NO9P,[M + H]+,C39H66NO9P,0.749246231,36.48639174,36.48639174,0,8,0.814685315,-1.7737824,1.7737824,0.419937563,724.4551,133.78,1677_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime133.78scanNumNApre,1677,1
met_1277,197,C47H69NO5,[M + Na]+,C47H69NO5,1,86.69917939,86.69917939,0,17,0.681978799,-1.66597545,1.780950251,1.872054042,750.5082,223.34,1924_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime223.34scanNumNApre,1924,1
met_1295,684,C45H65NO5,[M + H]+,C45H65NO5,0.997487437,37.32773085,37.32773085,0,8,0.349393414,-2.419394304,2.419394304,-2.499147157,700.4918,217.3,1494_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime217.3scanNumNAprec,1494,4
met_1303,1628,C38H71N5O7P2,[M + H]+,C38H71N5O7P2,0.540703518,16.5111301,16.5111301,0,5,0.529169309,-2.1982388,2.1982388,3.949129791,772.4932,161.08,2173_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime161.08scanNumNApre,2173,1
met_1319,1019,C47H88O10,[M + H]+,C47H88O10,0.962311558,6,6,0,1,0,NaN,NaN,2.426767271,813.647,361.13,2707_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime361.13scanNumNApre,2707,1
met_1348,502,C46H75NO4,[M + Na]+,C46H75NO4,1,16.11994297,16.11994297,0,4,0.427757639,-3.25303364,3.25303364,2.977677792,728.561,324.27,1721_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime324.27scanNumNApre,1721,3
met_1349,606,C46H88NO8P,[M + H]+,C46H88NO8P,0.999497487,37.31250738,37.31250738,0,8,0.845976887,-1.829737256,1.829737256,1.065684813,814.6329,356.78,2725_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime356.78scanNumNApre,2725,5
met_135,673,C20H37NO,[M + H]+,C20H37NO,0.99798995,0.804698194,0.804698194,0,1,0,-2.242196949,2.242196949,0.677091453,308.295,110.37,4976_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime110.37scanNumNApre,4976,3
met_1350,523,C20H43NO4,[M + H]+,C20H43NO4,1,11.55225436,11.55225436,0,5,0.271597265,-1.616775399,2.114422827,0.316542891,362.3266,88.32,1436_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime88.32scanNumNAprec,1436,3
met_1352,610,C48H90NO8P,[M + H]+,C48H90NO8P,0.999497487,29.89517021,29.89517021,0,7,0.73437863,-1.064911827,1.064911827,0.497328085,840.6481,368.21,3032_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime368.21scanNumNApre,3032,6
met_1355,869,C45H87NO8,[M + H]+,C45H87NO8,0.985427136,46.47452516,46.47452516,0,14,0.78395184,-2.558402462,2.558402462,-3.69195478,770.6476,400,2152_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime400scanNumNAprecMz,2152,2
met_1371,1980,C19H33N7O3,[M + K]+,C19H33N7O3,0.325628141,8.069551078,8.069551078,0,2,0.366638679,-0.161372589,0.161372589,1.241481174,446.2282,65.78,2042_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime65.78scanNumNAprec,2042,5
met_1375,1202,C47H81N3O6,[M + H]+,C47H81N3O6,0.890954774,56.493066,56.493066,0,10,0.487296864,-3.58622108,3.58622108,3.933400248,784.6229,392.8,2340_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime392.8scanNumNAprec,2340,2
met_1378,282,C48H89NO6,[M + K]+,C48H89NO6,1,71.35444627,71.35444627,0,13,0.531077891,-2.402163761,2.402163761,0.800768039,814.6328,409.84,2726_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime409.84scanNumNApre,2726,2
met_1384,1316,C58H89NO,[M + Na]+,C58H89NO,0.82361809,65.67942441,65.67942441,0,12,0.455288243,-3.413216428,3.413216428,-0.640489943,838.6831,424.34,3009_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime424.34scanNumNApre,3009,2
met_1386,2008,C54H85NO6,[M + H]+,C54H85NO6,0.301507538,11.34368122,11.34368122,0,3,0.188997006,-4.673219148,4.673219148,2.64501902,844.6472,403.07,3075_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime403.07scanNumNApre,3075,1
met_1397,768,C41H70O4,[M + H]+,C41H70O4,0.993467337,60.55888165,60.55888165,0,10,0.416189871,-1.681817789,1.681817789,1.454623307,627.5356,298.03,4952_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime298.03scanNumNApre,4952,3
met_1415,2139,C35H49N7O4,[M + H]+,C35H49N7O4,0.182914573,13.83330361,13.83330361,0,3,0.278366112,-0.890481328,3.882300468,1.929970313,632.3931,142.94,5141_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime142.94scanNumNApre,5141,2
met_1435,278,C11H12N2O2,[M + H]+,C11H12N2O2,1,71.81610094,71.81610094,0,12,0.756443422,-2.758452058,2.758452058,0.223912903,205.0972,48.69,2176_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime48.69scanNumNAprec,2176,2
met_1447,1702,C25H37N3O5,[M + H]+,C25H37N3O5,0.504522613,10.70312777,10.70312777,0,3,0.22287234,-2.063997471,2.063997471,4.784588756,460.2828,349.31,2151_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime349.31scanNumNApre,2151,2
met_1449,1082,C46H88NO7P,[M + H]+,C46H88NO7P,0.945728643,38.0585856,38.0585856,0,8,0.853634439,-1.829737256,1.829737256,1.35576023,798.6382,350.28,2525_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime350.28scanNumNApre,2525,3
met_1452,1386,C22H43BN6O4,[M + K]+,C22H43BN6O4,0.767839196,11.54386035,11.54386035,0,5,0.256226054,1.147919905,1.889536592,-2.922722985,504.3092,117.7,2600_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime117.7scanNumNAprec,2600,2
met_1453,1536,C48H85N3O6,[M + Na]+,C48H85N3O6,0.63919598,51.5041336,51.5041336,0,14,0.348550515,-3.527487918,3.527487918,-0.192236526,822.6329,327.8,2812_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime327.8scanNumNAprec,2812,3
met_146,1768,C48H94O2,[M + Na]+,C48H94O2,0.492462312,6,6,0,1,0,NaN,NaN,0.13373287,725.7147,406.34,1693_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime406.34scanNumNApre,1693,2
met_147,1853,C22H33NO,[M + H]+,C22H33NO,0.430653266,11.76312368,11.76312368,0,3,0.173202614,-0.88687398,4.871366028,0.940925894,328.2638,71.81,309_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime71.81scanNumNAprec,309,1
met_1499,1781,C47H84O6,[M + H]+,C47H84O6,0.487939698,6,6,0,1,0,NaN,NaN,-1.699040185,745.6328,427.48,1864_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime427.48scanNumNApre,1864,1
met_1501,1170,C43H87N2O6P,[M + H]+,C43H87N2O6P,0.906030151,120.4889418,120.4889418,0,26,0.706530958,-2.179705741,2.179705741,3.091483502,759.6398,405.9,2024_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime405.9scanNumNAprec,2024,1
met_151,512,C46H91NO4,[M + H]+,C46H91NO4,1,13.67910708,13.67910708,0,5,0.180021657,-0.966671634,0.966671634,0.710051284,722.7026,527.25,1666_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime527.25scanNumNApre,1666,2
met_153,1556,C47H95NO6,[M + H]+,C47H95NO6,0.615075377,16.50690941,16.50690941,0,7,0.146184063,-3.280250716,3.280250716,2.573923766,770.7252,413.02,2157_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime413.02scanNumNApre,2157,4
met_1531,870,C47H88O4,[M + Na]+,C47H88O4,0.985427136,6,6,0,1,0,NaN,NaN,-2.544422148,739.6556,434.06,1801_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime434.06scanNumNApre,1801,1
met_1533,1766,C54H94O3,[M + K]+,C54H94O3,0.492964824,6,6,0,1,0,NaN,NaN,-2.71787295,829.6812,349.69,2897_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime349.69scanNumNApre,2897,1
met_1547,1870,C41H72N7O9P,[M + H]+,C41H72N7O9P,0.404020101,15.61002272,15.61002272,0,8,0.419716522,-1.200664793,2.136141414,2.516371848,838.5223,132.73,3001_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime132.73scanNumNApre,3001,1
met_1556,1800,C47H90O6,[M + Na]+,C47H90O6,0.471859296,6,6,0,1,0,NaN,NaN,1.60108211,773.6642,480.4,2192_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime480.4scanNumNAprec,2192,3
met_1565,1270,C24H46O5,[M + H]+,C24H46O5,0.851758794,11.86167458,11.86167458,0,3,0.546285123,-2.984345234,2.984345234,1.201360684,415.3423,160.77,1814_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime160.77scanNumNApre,1814,1
met_1571,848,C45H93N2O7P,[M + H]+,C45H93N2O7P,0.987437186,15.96425986,15.96425986,0,5,0.732549141,-2.430489581,2.430489581,1.096715433,805.6802,385.03,2599_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime385.03scanNumNApre,2599,4
met_1609,1644,C41H74NO10P,[M + H]+,C41H74NO10P,0.529648241,23.77028636,23.77028636,0,6,0.76469804,-3.373792918,3.373792918,1.151242347,772.5132,150.57,2174_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime150.57scanNumNApre,2174,1
met_1629,420,C10H21NO2,[M + H]+,C10H21NO2,1,37.78338455,37.78338455,0,10,0.992920876,-1.941842531,1.941842531,-0.028507452,188.1645,44.86,1598_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime44.86scanNumNAprec,1598,2
met_1670,1354,C14H12I4N2O4,[M + Na]+,C14H12I4N2O4,0.790954774,27.28362086,27.28362086,0,17,0.777044513,-1.397388223,1.397388223,4.460544077,802.6904,404.65,2568_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime404.65scanNumNApre,2568,2
met_170,186,C45H89NO6,[M + H]+,C45H89NO6,1,88.0998454,88.0998454,0,16,0.723035797,-2.537431777,2.537431777,2.476082268,740.6781,463.74,1817_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime463.74scanNumNApre,1817,7
met_1702,2032,C41H79N11O4,[M + H]+,C41H79N11O4,0.277386935,5.715835197,5.715835197,0,3,0.201799486,3.793089162,4.935485489,3.760918703,790.6419,317.81,2426_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime317.81scanNumNApre,2426,1
met_1718,584,C48H97N2O6P,[M + H]+,C48H97N2O6P,0.999497487,39.10526223,39.10526223,0,13,0.738272981,-2.353293223,2.353293223,2.52868374,829.7178,416.54,2899_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime416.54scanNumNApre,2899,3
met_1719,300,C35H70O3,[M + H]+,C35H70O3,1,66.44347041,66.44347041,0,10,0.272363335,-1.52580466,1.52580466,0.606901896,539.5401,382.06,3024_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime382.06scanNumNApre,3024,1
met_173,417,C15H15I3N2O6S,[M + K]+,C15H15I3N2O6S,1,38.274873,38.274873,0,9,0.789719037,-3.040128312,3.040128312,-3.320579027,770.7391,443.19,2159_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime443.19scanNumNApre,2159,2
met_1737,956,C49H93NO6,[M + Na]+,C49H93NO6,0.973366834,166.898635,166.898635,0,38,0.929153194,-2.285995319,2.285995319,3.915100638,814.6927,439.42,2728_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime439.42scanNumNApre,2728,1
met_1738,1219,C51H93NO7,[M + H]+,C51H93NO7,0.881909548,34.37090752,34.37090752,0,6,0.362416107,-3.413216428,3.413216428,0.863731411,832.7032,416.18,2942_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime416.18scanNumNApre,2942,1
met_1739,2252,C41H51N7O10,[M + H]+,C41H51N7O10,0.016080402,1,1,0,1,0,NaN,NaN,0.352347841,802.3773,50.09,2555_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime50.09scanNumNAprec,2555,2
met_1742,609,C42H85N3O3,[M + K]+,C42H85N3O3,0.999497487,35.24836215,35.24836215,0,8,0.831476463,-2.622695201,2.622695201,-4.803214292,718.6188,224.33,1634_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime224.33scanNumNApre,1634,2
met_1743,1629,C49H93NO6,[M + K]+,C49H93NO6,0.540703518,12.58601004,12.58601004,0,5,0.148534526,-1.935338159,1.935338159,3.072479083,830.666,430.94,2913_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime430.94scanNumNApre,2913,1
met_1757,876,C46H87NO5,[M + K]+,C46H87NO5,0.984422111,27.91700993,27.91700993,0,16,0.837622361,-1.888685264,1.888685264,0.280882457,772.6218,335.35,2183_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime335.35scanNumNApre,2183,3
met_1758,1107,C46H90O9,[M + H]+,C46H90O9,0.938693467,93.22169118,93.22169118,0,11,0.701881659,-1.900276655,1.900276655,-2.23561327,787.664,423.88,2379_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime423.88scanNumNApre,2379,5
met_1807,1775,C45H86O6,[M + Na]+,C45H86O6,0.489949749,6,6,0,1,0,NaN,NaN,0.856759973,745.6323,461.02,1865_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime461.02scanNumNApre,1865,4
met_1822,1294,C43H80NO12P,[M + H]+,C43H80NO12P,0.842713568,19.81274212,19.81274212,0,6,0.804814054,-1.461202055,1.461202055,-2.264799511,834.5472,139.82,2956_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime139.82scanNumNApre,2956,1
met_1838,1449,C26H39N3O7,[M + H]+,C26H39N3O7,0.718592965,118.4070897,118.4070897,0,17,0.614422085,-2.23285053,2.23285053,3.99566948,506.2881,114.32,2629_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime114.32scanNumNApre,2629,1
met_1857,521,C39H73NO,[M + H]+,C39H73NO,1,11.84148831,11.84148831,0,4,0.200820126,-2.905084722,2.905084722,2.109044606,572.5777,404.97,3409_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime404.97scanNumNApre,3409,1
met_1881,647,C49H97NO4,[M + H]+,C49H97NO4,0.998994975,2.085075682,2.085075682,0,2,0.470523111,-2.212255176,2.212255176,1.651472264,764.7503,566.71,2094_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime566.71scanNumNApre,2094,3
met_1884,678,C49H95NO4,[M + Na]+,C49H95NO4,0.99798995,1.732340015,1.732340015,0,3,0.565662151,-1.692402651,1.692402651,4.547844979,784.7189,441.54,2347_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime441.54scanNumNApre,2347,2
met_1916,959,C44H78NO10P,[M + H]+,C44H78NO10P,0.973366834,30.63363878,30.63363878,0,7,0.825151682,-1.753991391,1.753991391,1.709716889,812.545,155.56,2695_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime155.56scanNumNApre,2695,1
met_1918,1094,C45H84NO9P,[M + H]+,C45H84NO9P,0.942713568,22.92784958,22.92784958,0,6,0.664141527,-2.573787019,2.573787019,-2.512111672,814.5936,187.86,2720_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime187.86scanNumNApre,2720,1
met_1971,71,C44H83NO6,[M + H]+,C44H83NO6,1,124.6778185,124.6778185,0,25,0.828524824,-2.148691435,2.148691435,1.500313175,722.6304,423.37,1665_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime423.37scanNumNApre,1665,1
met_1977,559,C21H40O3,[M + H]+,C21H40O3,1,6.052118917,6.052118917,0,2,0.022287714,-3.528792466,3.528792466,0.229729674,341.3051,144.32,1280_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime144.32scanNumNApre,1280,1
met_1978,466,C42H83NO7,[M + H]+,C42H83NO7,1,26.26697891,26.26697891,0,5,0.297993616,-1.159227054,1.159227054,1.216794525,714.6251,406.44,1600_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime406.44scanNumNApre,1600,2
met_1979,2019,C50H83N3O,[M + H]+,C50H83N3O,0.289949749,1.683349789,1.683349789,0,2,1,-3.130887015,3.130887015,-4.969625408,742.6572,352.85,1831_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime352.85scanNumNApre,1831,2
met_1983,514,C44H85NO3,[M + H]+,C44H85NO3,1,13.46917448,13.46917448,0,6,0.189784173,-0.454830479,1.704055266,1.297500196,676.6611,436.74,1343_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime436.74scanNumNApre,1343,1
met_1992,444,C48H87NO6,[M + K]+,C48H87NO6,1,31.91996925,31.91996925,0,8,0.424307692,-2.866952849,3.111755583,1.84883415,812.618,399.27,2699_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime399.27scanNumNApre,2699,4
met_1993,856,C47H86NO8P,[M + H]+,C47H86NO8P,0.986432161,29.86633353,29.86633353,0,7,0.752826988,-4.65045878,4.65045878,1.356029807,824.6175,317.07,2829_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime317.07scanNumNApre,2829,3
met_1996,1003,C37H73N11O6,[M + H]+,C37H73N11O6,0.965326633,12.17837848,12.17837848,0,5,0.320878566,0.262201558,1.506619414,-4.040585682,768.5787,167.67,2126_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime167.67scanNumNApre,2126,3
met_1998,1461,C46H81N5O9,[M + H]+,C46H81N5O9,0.711557789,15.62131696,15.62131696,0,5,0.19515774,2.846161144,3.543976441,4.353421188,848.6144,277.04,3113_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime277.04scanNumNApre,3113,3
