UniqueID,rank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks_ppm_,medianAbsoluteMassErrorFragmentPeaks_ppm_,massErrorPrecursor_ppm_,ionMass,retentionTimeInSeconds,id,ms2_id,num_strains_sig
met_11,537,C16H27NO8,[M + H]+,C16H27NO8,0.850753769,42.81460005,42.81460005,0,13,0.912910951,-2.463764349,2.463764349,-0.119487501,362.1809,57.43,19_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime57.43scanNumNAprec,19,1
met_110,345,C7H14N2O3,[M + Na]+,C7H14N2O3,0.999497487,15.71293529,15.71293529,0,3,0.971101574,0.695073563,0.695073563,-0.31969262,197.0896,485.33,424_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime485.33scanNumNApre,424,2
met_1174,624,C28H30O5,[M + K]+,C28H30O5,0.492964824,6,6,0,1,0,NaN,NaN,-4.909948265,485.1701,143.54,170_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime143.54scanNumNApre,170,2
met_129,141,C7H14N2O4,[M + H]+,C7H14N2O4,1,39.96775339,39.96775339,0,11,0.991783311,-3.133171878,3.133171878,-0.174671043,191.1026,558.09,413_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime558.09scanNumNApre,413,1
met_131,25,C12H14N2O3,[M + H]+,C12H14N2O3,1,78.4294227,78.4294227,0,12,0.94198783,-2.963710567,2.963710567,0.345543234,235.1078,266.42,508_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime266.42scanNumNApre,508,1
met_140,496,C5H2N4,[M + H]+,C5H2N4,0.925628141,0.816901244,0.816901244,0,1,0,-3.549517372,3.549517372,-0.189154893,119.0352,250.09,654_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime250.09scanNumNApre,654,1
met_15,372,C5H8,[M + Na]+,C5H8,0.99798995,4.95057328,4.95057328,0,1,0,-1.328433083,1.328433083,0.868119276,91.0519,470.06,316_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime470.06scanNumNApre,316,4
met_161,239,C7H5N5O2,[M + H]+,C7H5N5O2,1,23.0746793,23.0746793,0,5,0.634458673,-2.973114211,2.973114211,-2.607910554,192.0511,196.15,416_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime196.15scanNumNApre,416,1
met_171,762,C16H23NO5,[M + H]+,C16H23NO5,0,46.4554277,46.4554277,0,13,0.965413029,-3.144284823,3.144284823,0.002295261,310.1649,59.71,696_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime59.71scanNumNAprec,696,1
met_175,404,C12H21N3O7,[M + H]+,C12H21N3O7,0.992964824,28.97282489,28.97282489,0,9,0.917701313,-3.441453665,3.441453665,0.229695421,320.1453,538.64,711_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime538.64scanNumNApre,711,1
met_182,53,C11H23N3O3,[M + H]+,C11H23N3O3,1,61.77084701,61.77084701,0,21,0.97410772,-2.898809418,2.898809418,-0.073312221,246.1812,529.38,545_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime529.38scanNumNApre,545,2
met_194,271,C6H10N4,[M + H]+,C6H10N4,1,18.32368481,18.32368481,0,4,0.983544068,-2.547292963,2.547292963,-0.163712801,139.0978,487.77,303_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime487.77scanNumNApre,303,4
met_214,744,C15H30N6O8,[M + H]+,C15H30N6O8,0.033668342,15.72011035,15.72011035,0,5,0.920514762,-3.446523157,3.446523157,4.753129233,423.2218,568.72,117_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime568.72scanNumNApre,117,3
met_243,47,C9H19N5O4,[M + H]+,C9H19N5O4,1,65.77874265,65.77874265,0,29,0.965164721,-3.152953034,3.152953034,0.837150124,262.1512,555.25,584_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime555.25scanNumNApre,584,1
met_244,35,C12H23N3O5,[M + H]+,C12H23N3O5,1,72.61392253,72.61392253,0,24,0.743075852,-2.314769392,2.314769392,0.181658027,290.1711,553.93,644_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime553.93scanNumNApre,644,3
met_25,33,C8H14N2O6,[M + H]+,C8H14N2O6,1,72.98595039,72.98595039,0,19,0.989325319,-3.031590601,3.031590601,0.159000859,235.0925,535.15,507_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime535.15scanNumNApre,507,1
met_266,627,C43H80N6O7,[M + K]+,C43H80N6O7,0.486934673,35.31949787,35.31949787,0,8,0.955326392,-3.500270725,3.500270725,0.232090382,831.5722,206.36,297_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime206.36scanNumNApre,297,4
met_267,257,C10H10O3,[M + H]+,C10H10O3,1,20.48520053,20.48520053,0,2,1,-1.502618137,1.502618137,-0.394437994,179.0702,265.61,379_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime265.61scanNumNApre,379,1
met_27,343,C10H19N3O5,[M + H]+,C10H19N3O5,0.999497487,33.48786792,33.48786792,0,10,1,-2.800107431,2.800107431,0.201571488,262.1398,556.59,583_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime556.59scanNumNApre,583,1
met_274,326,C9H10N2,[M + H]+,C9H10N2,1,6.441093983,6.441093983,0,3,0.067958399,-5.639219686,5.639219686,0.171511441,147.0917,152.63,314_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime152.63scanNumNApre,314,1
met_284,149,C11H21N3O5,[M + H]+,C11H21N3O5,1,38.50206333,38.50206333,0,11,0.956893602,-2.628455948,2.628455948,0.372166803,276.1555,554.04,612_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime554.04scanNumNApre,612,1
met_299,558,C9H14O7,[M + K]+,C9H14O7,0.790452261,47.25647152,47.25647152,0,6,0.69265233,-2.52685195,2.52685195,-0.039877696,273.0371,551.38,603_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime551.38scanNumNApre,603,2
met_316,535,C28H53N5O7,[M + H]+,C28H53N5O7,0.852261307,9.078189702,9.078189702,0,3,1,-2.008687541,2.008687541,-3.451238261,572.3998,64.91,222_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime64.91scanNumNAprec,222,2
met_330,549,C19H24NO5P,[M + H]+,C19H24NO5P,0.825125628,16.77761002,16.77761002,0,5,0.839176829,-4.247799011,4.247799011,2.946071612,378.1476,552,47_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime552scanNumNAprecMz,47,2
met_336,26,C9H20N2O4,[M + H]+,C9H20N2O4,1,77.74656698,77.74656698,0,27,0.964433326,-3.168200934,3.168200934,0.074284147,221.1496,543.05,478_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime543.05scanNumNApre,478,1
met_337,188,C10H16N2O7,[M + H]+,C10H16N2O7,1,32.67238918,32.67238918,0,8,0.982932346,-3.544076015,3.544076015,0.262342462,277.1031,526.19,615_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime526.19scanNumNApre,615,2
met_380,4,C8H11N3O2,[M + H]+,C8H11N3O2,1,128.5450351,128.5450351,0,24,0.625070475,-3.480818443,3.480818443,-0.016717285,182.0924,509.71,382_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime509.71scanNumNApre,382,1
met_390,751,C36H29NO3,[M + H]+,C36H29NO3,0.010050251,1,1,0,1,0,NaN,NaN,-2.709241282,524.2206,546.95,200_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime546.95scanNumNApre,200,3
met_398,82,C10H8O3,[M + H]+,C10H8O3,1,53.70683186,53.70683186,0,8,0.888509359,-2.52685195,2.52685195,-0.116168066,177.0546,56.4,377_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime56.4scanNumNAprecM,377,1
met_404,696,C15H17N7O3,[M + H]+,C15H17N7O3,0.229145729,10.70264604,10.70264604,0,2,0.363333333,-4.109199537,4.109199537,4.173041568,344.148,261.65,753_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime261.65scanNumNApre,753,1
met_409,749,C21H29N3O9,[M + H]+,C21H29N3O9,0.012562814,1,1,0,1,0,NaN,NaN,2.657075677,468.1989,138.55,153_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime138.55scanNumNApre,153,2
met_410,676,C31H20O5,[M + K]+,C31H20O5,0.298492462,6,6,0,1,0,NaN,NaN,3.459545583,511.096,555.06,193_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime555.06scanNumNApre,193,1
met_422,153,C11H16FNO4,[M + H]+,C11H16FNO4,1,38.32260337,38.32260337,0,8,0.801089918,1.164494413,2.947360217,4.82431739,246.1148,141.1,542_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime141.1scanNumNAprec,542,1
met_426,756,C25H34F3N5O3S,[M + H]+,C25H34F3N5O3S,0.000503,10.73247956,10.73247956,0,9,0.951573394,-1.909869304,1.909869304,-3.175832226,542.239,168.64,208_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime168.64scanNumNApre,208,2
met_433,534,C12H23NO4,[M + H]+,C12H23NO4,0.852261307,20.40074569,20.40074569,0,7,0.932684703,-3.352429029,3.352429029,0.062281795,246.17,232.22,544_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime232.22scanNumNApre,544,2
met_434,43,C12H25N3O3,[M + H]+,C12H25N3O3,1,68.60135247,68.60135247,0,10,0.974127676,-2.760751992,2.760751992,-0.261771438,260.1968,522.46,573_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime522.46scanNumNApre,573,3
met_438,146,C6H15F2N3O3S,[M + H]+,C6H15F2N3O3S,1,38.80231202,38.80231202,0,6,0.797743056,-2.629365567,2.629365567,0.825385174,248.0877,551.47,550_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime551.47scanNumNApre,550,1
met_442,267,C12H19N3O5,[M + H]+,C12H19N3O5,1,18.92432717,18.92432717,0,7,1,-0.905612602,1.490262456,0.534143996,286.1399,509.23,632_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime509.23scanNumNApre,632,5
met_452,519,C10H19N5O5,[M + H]+,C10H19N5O5,0.885929648,42.13340668,42.13340668,0,11,0.967350746,-2.514565943,2.514565943,0.016680951,290.1459,555.77,643_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime555.77scanNumNApre,643,1
met_453,398,C11H17NO7,[M + H]+,C11H17NO7,0.994472362,73.87269644,73.87269644,0,22,1,-1.513534018,1.513534018,0.07846178,276.1078,143.44,609_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime143.44scanNumNApre,609,2
met_470,116,C7H14N2O5S,[M + H]+,C7H14N2O5S,1,43.66962698,43.66962698,0,15,0.778476747,-2.967451926,2.967451926,-0.079475142,239.0696,563.09,519_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime563.09scanNumNApre,519,4
met_505,362,C23H30O5,[M + H]+,C23H30O5,0.998492462,59.15683503,59.15683503,0,11,0.902354968,-3.500293551,3.500293551,-0.259575949,387.2165,56.93,57_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime56.93scanNumNAprec,57,1
met_509,321,C22H43NO4,[M + H]+,C22H43NO4,1,8.644241855,8.644241855,0,4,0.972920028,-2.868170618,2.868170618,0.296878106,386.3266,177.2,56_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime177.2scanNumNAprec,56,1
met_539,290,C5H8N2O,[M + H]+,C5H8N2O,1,14.1789615,14.1789615,0,2,0.534269663,-5.151232864,5.151232864,-0.347817967,113.0709,513.91,557_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime513.91scanNumNApre,557,1
met_570,361,C7H15NO4,[M + K]+,C7H15NO4,0.998994975,24.76138967,24.76138967,0,5,0.60070922,-3.590070499,3.590070499,-0.305744294,216.0632,546.26,464_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime546.26scanNumNApre,464,1
met_573,147,C8H12N2O3,[M + H]+,C8H12N2O3,1,38.65563342,38.65563342,0,8,0.54077755,-3.102376147,3.52320214,1.24966792,185.0923,95,389_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime95scanNumNAprecMz,389,1
met_576,763,C14H26N2O9S,[M + H]+,C14H26N2O9S,0,33.11103876,33.11103876,0,15,0.987755304,-2.61670848,3.142521624,2.811353963,399.1443,550.31,80_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime550.31scanNumNApre,80,1
met_578,382,C34H66NO8P,[M + H]+,C34H66NO8P,0.996482412,104.8229101,104.8229101,0,15,0.976031344,-2.906417822,2.906417822,-0.587783956,648.4595,225.89,244_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime225.89scanNumNApre,244,1
met_585,100,C7H12N2O6,[M + H]+,C7H12N2O6,1,46.57530842,46.57530842,0,15,0.78607672,-2.438105267,2.438105267,0.395536166,221.0769,545.45,477_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime545.45scanNumNApre,477,1
met_587,377,C10H22N2O4,[M + Na]+,C10H22N2O4,0.996984925,11.10345509,11.10345509,0,2,0.930135943,0.239970516,0.239970516,-0.302877577,257.1471,389.82,564_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime389.82scanNumNApre,564,1
met_594,607,C13H22N4O8S2,[M + H]+,C13H22N4O8S2,0.537688442,44.08043973,44.08043973,0,16,0.819649946,-4.379386052,4.379386052,-0.894686825,427.0948,563.69,124_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime563.69scanNumNApre,124,1
met_603,84,C6H11NO2,[M + H]+,C6H11NO2,1,52.9911191,52.9911191,0,9,0.888640747,-3.096355694,3.096355694,-0.42313551,130.0862,462.37,99_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime462.37scanNumNApre,99,1
met_605,11,C9H20N2O3,[M + H]+,C9H20N2O3,1,99.16530713,99.16530713,0,29,0.97401213,-3.649878572,3.649878572,0.151339011,205.1547,482.31,444_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime482.31scanNumNApre,444,1
met_621,281,C18H36N4O2,[M + H]+,C18H36N4O2,1,16.98418374,16.98418374,0,4,0.545631825,-1.91329188,1.91329188,-0.008333328,341.2911,450.91,750_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime450.91scanNumNApre,750,1
met_622,16,C21H32O4,[M + H]+,C21H32O4,1,91.4607757,91.4607757,0,18,0.849428868,-2.671154139,2.671154139,0.183382162,349.2374,58.18,771_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime58.18scanNumNAprec,771,1
met_663,690,C19H37N3O9,[M + K]+,C19H37N3O9,0.254773869,8.241144353,8.241144353,0,2,0.355555556,-1.854782192,1.854782192,-4.769070333,490.2138,530.95,174_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime530.95scanNumNApre,174,1
met_666,521,C11H18N4O5,[M + H]+,C11H18N4O5,0.878894472,6.962225698,6.962225698,0,2,0.722222222,-6.075471536,6.075471536,1.058288234,287.1353,527.4,633_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime527.4scanNumNAprec,633,3
met_681,453,C20H8O3,[M + K]+,C20H8O3,0.975376884,6,6,0,1,0,NaN,NaN,-0.305113186,335.0104,40.36,736_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime40.36scanNumNAprec,736,1
met_685,691,C16H29N3O6,[M + H]+,C16H29N3O6,0.252763819,5.467546419,5.467546419,0,2,1,-4.945689585,4.945689585,-0.033591497,360.2129,435.03,12_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime435.03scanNumNApre,12,2
met_711,339,C5H5NO,[M + H]+,C5H5NO,1,-0.078802269,-0.078802269,0,1,0,-1.980672342,1.980672342,-0.939484077,96.0443,63.24,351_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime63.24scanNumNAprec,351,2
met_713,663,C3H4N6O2,[M + K]+,C3H4N6O2,0.379396985,0.383582739,0.383582739,0,1,0,-2.212630777,2.212630777,0.864253349,195.0029,516.01,422_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime516.01scanNumNApre,422,2
met_718,286,C9H13N3O5,[M + H]+,C9H13N3O5,1,15.84581737,15.84581737,0,3,0.849759615,-3.147417145,3.147417145,-1.216621119,244.0925,522.16,527_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime522.16scanNumNApre,527,2
met_739,597,C9H16BN3O3,[M + K]+,C9H16BN3O3,0.625125628,49.39499553,49.39499553,0,13,0.877233761,-1.980379198,2.811269075,3.947329968,263.0963,298.61,588_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime298.61scanNumNApre,588,1
met_740,642,C21H25N7O,[M + H]+,C21H25N7O,0.442713568,14.67892697,14.67892697,0,3,0.641274238,-3.670700691,3.670700691,-3.658354426,392.2179,291.25,63_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime291.25scanNumNApre,63,1
met_766,411,C14H24N2O5,[M + H]+,C14H24N2O5,0.990452261,14.01298524,14.01298524,0,5,1,-3.500121777,3.500121777,0.005577837,301.1758,105.74,674_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime105.74scanNumNApre,674,3
met_781,8,C6H7N5O,[M + H]+,C6H7N5O,1,110.7655305,110.7655305,0,28,0.479614201,-2.759642077,2.759642077,0.38359119,166.0724,244.07,350_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime244.07scanNumNApre,350,2
met_783,379,C28H55N5O6,[M + H]+,C28H55N5O6,0.996984925,19.78263095,19.78263095,0,5,1,-3.062040529,3.062040529,-3.063876006,558.4208,61.21,215_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime61.21scanNumNAprec,215,1
met_785,729,C17H29N7O8,[M + H]+,C17H29N7O8,0.113567839,4.866978025,4.866978025,0,2,0.765166341,-3.58375725,3.58375725,-0.7330059,460.2147,560.75,147_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime560.75scanNumNApre,147,1
met_811,605,C25H41N3O6,[M + H]+,C25H41N3O6,0.549748744,177.8397089,177.8397089,0,43,0.931608247,-3.174819574,3.174819574,2.888803292,480.3082,289.77,164_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime289.77scanNumNApre,164,2
met_820,766,C14H20N4O2S,[M + H]+,C14H20N4O2S,0,27.77089024,27.77089024,0,12,0.99765512,-0.307393817,0.333731925,0.086265388,309.138,373.42,695_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime373.42scanNumNApre,695,4
met_843,734,C37H28O2,[M + K]+,C37H28O2,0.08241206,6,6,0,1,0,NaN,NaN,3.335513561,543.1739,539.84,210_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime539.84scanNumNApre,210,1
met_87,629,C22H29FN6O7,[M + H]+,C22H29FN6O7,0.484924623,21.27531044,21.27531044,0,6,0.547182621,2.328952229,2.561864295,3.825595727,509.2174,157.25,187_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime157.25scanNumNApre,187,1
met_876,58,C9H20N2O2,[M + H]+,C9H20N2O2,1,58.97484257,58.97484257,0,18,0.906879872,-2.172617669,2.172617669,-0.287228678,189.1597,528.91,406_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime528.91scanNumNApre,406,7
met_878,319,C4H4N2O2,[M + H]+,C4H4N2O2,1,9.537430456,9.537430456,0,4,1,-3.301765547,3.301765547,0.40854667,113.0346,150.1,546_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime150.1scanNumNAprec,546,1
met_879,548,C15H18N4O3,[M + H]+,C15H18N4O3,0.826130653,14.07060513,14.07060513,0,4,0.798605732,-2.706082737,2.706082737,-0.220647111,303.1451,486.03,677_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime486.03scanNumNApre,677,2
met_89,745,C16H25N5O15P2,[M + H]+,C16H25N5O15P2,0.024623116,3.009866555,3.009866555,0,2,0.824514991,-2.540059771,2.540059771,-1.719762528,590.0885,570.1,227_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime570.1scanNumNAprec,227,2
met_915,542,C10H18N2O4,[M + H]+,C10H18N2O4,0.840201005,13.57957774,13.57957774,0,5,0.853568119,-2.157697029,2.157697029,0.720326033,231.1341,173.35,495_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime173.35scanNumNApre,495,1
met_916,602,C17H19N2O8P,[M + H]+,C17H19N2O8P,0.576884422,13.91717182,13.91717182,0,8,0.941452613,-1.244527887,1.244527887,0.538439276,411.0954,474.27,94_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime474.27scanNumNApre,94,1
met_1024,154,C4H5N3O,[M + H]+,C4H5N3O,1,38.16190188,38.16190188,0,9,0.810434358,-3.252686174,3.252686174,-0.341204105,112.0505,326.28,521_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime326.28scanNumNApre,521,0
met_1034,563,C23H36O4,[M + Na]+,C23H36O4,0.772361809,40.35752903,40.35752903,0,6,0.565619224,-2.384933218,2.384933218,0.550200299,399.2508,56.92,81_fused_mgf_43645f86fcc5949dc4fe927fb12ee296_msLevel2retentionTime56.92scanNumNAprec,81,0
