ppm	blank_peak	blank_intensity_flag	align_score	solera_NMR_D2O_3	aos122_ga_ms2_NMR_D2O_4	aos127_ga_ms2_NMR_D2O_5	aos129_ga_ms2_NMR_D2O_6	aos142_ga_ms2_NMR_D2O_7	aos145_ga_ms2_NMR_D2O_8	aos149_ga_ms2_NMR_D2O_9	aos25_ga_ms2_NMR_D2O_10	aos27_ga_ms3_NMR_D2O_11	aos32_ga_ms2_NMR_D2O_12	aos43_ga_ms4_NMR_D2O_13	aos46_ga_ms2_NMR_D2O_14	aos48_ga_ms2_NMR_D2O_15	aos50_ga_ms2_NMR_D2O_16	aos54_ga_bku_NMR_D2O_17	aos58_ga_ms2_NMR_D2O_18	aos65_ga_ms2_NMR_D2O_19	aos67_ga_ms2_NMR_D2O_20	aos76_ga_ms2_NMR_D2O_21	aos78_ga_ms4_NMR_D2O_22	aos127_ga_ms3_NMR_D2O_24	aos106_co_ms2_NMR_D2O_25	aos99_ga_ms2_NMR_D2O_26	aos108_ga_ms2_NMR_D2O_27	aos113_ga_ms1_NMR_D2O_28	aos115_gt_ms1_NMR_D2O_29	aos165_ga_ms2_NMR_D2O_30	aos167_ga_ms3_NMR_D2O_31	aos170_ga_ms2_NMR_D2O_32	aos173_ga_ms2_NMR_D2O_33	aos174_ga_ms2_NMR_D2O_34	aos175_ga_ms2_NMR_D2O_35	aos188_ga_ms3_NMR_D2O_36	aos192_ga_ms2_NMR_D2O_37	aos199_ga_ms2_NMR_D2O_38	aos200_ga_ms2_NMR_D2O_39	aos53_ga_ms2_NMR_D2O_40	aos56_ga_ms2_NMR_D2O_41	pooled_natural_isolate_NMR_D2O_42	pooled_pd1074_NMR_D2O_43	solera_NMR_D2O_44	solera_NMR_D2O_49	aos184_ga_ms2_NMR_D2O_50	aos185_ga_ms2_NMR_D2O_51	aos27_ga_ms4_NMR_D2O_52	aos28_ga_ms2_NMR_D2O_53	aos35_ga_ms2_NMR_D2O_54	aos36_ga_ms2_NMR_D2O_55	aos37_ga_ms2_NMR_D2O_56	aos38_ga_ms2_NMR_D2O_57	aos40_ga_ms2_NMR_D2O_58	aos42_ga_ms2_NMR_D2O_59	aos43_ga_bku_NMR_D2O_60	aos54_ga_bku2_NMR_D2O_61	aos71_ga_ms2_NMR_D2O_62	aos74_ga_ms2_NMR_D2O_63	aos69_ga_ms1_NMR_D2O_64	aos86_ga_ms2_NMR_D2O_65	aos90_ga_ms3_NMR_D2O_66	aos98_ga_ms2_NMR_D2O_67	aos99_ga_ms2_NMR_D2O_68	aos73_ga_ms2_NMR_D2O_70	aos81_ga_ms2_NMR_D2O_71	aos87_co_ms3_NMR_D2O_72	aos100_ga_ms2_NMR_D2O_73	aos96_ga_ms2_NMR_D2O_74	aos82_ga_ms2_NMR_D2O_75	aos84_ga_ms2_NMR_D2O_76	aos92_ga_ms2_NMR_D2O_77	aos93_ga_ms2_NMR_D2O_78	aos95_ga_ms2_NMR_D2O_79	aos107_ga_bku_NMR_D2O_80	aos109_ga_ms2_NMR_D2O_81	aos111_ga_ms2_NMR_D2O_82	aos116_ga_ms2_NMR_D2O_83	aos113_ga_ms1_NMR_D2O_84	aos125_ga_ms2_NMR_D2O_85	aos134_ga_ms2_NMR_D2O_86	aos140_ga_ms3_NMR_D2O_87	aos171_ga_ms2_NMR_D2O_88	aos180_ga_ms2_NMR_D2O_89	pooled_mutant_NMR_D2O_90	pooled_pd1074_NMR_D2O_91	solera_NMR_D2O_92	solera_NMR_D2O_97	aos85_ga_ms3_NMR_D2O_98	aos181_ga_ms2_NMR_D2O_99	aos193_ga_ms3_NMR_D2O_100	aos196_ga_ms2_NMR_D2O_101	aos26_ga_ms2_NMR_D2O_102	aos39_ga_ms2_NMR_D2O_103	aos41_ga_ms2_NMR_D2O_104	aos33_ga_ms2_NMR_D2O_105	aos44_ga_ms2_NMR_D2O_106	aos47_ga_ms2_NMR_D2O_107	aos49_ga_ms2_NMR_D2O_108	aos51_ga_ms2_NMR_D2O_109	aos45_ga_ms2_NMR_D2O_110	aos54_ga_ms4_NMR_D2O_111	aos66_ga_ms2_NMR_D2O_112	aos70_ga_ms2_NMR_D2O_113	aos69_ga_ms3_NMR_D2O_114	aos75_ga_ms4_NMR_D2O_115	aos79_ga_ms2_NMR_D2O_116	aos83_ga_ms2_NMR_D2O_117	aos87_ga_ms3_NMR_D2O_118	aos91_ga_ms2_NMR_D2O_119	aos101_ga_ms2_NMR_D2O_121	aos102_ga_ms3_NMR_D2O_122	aos105_co_ms2_NMR_D2O_123	aos113_ga_ms1_NMR_D2O_124	aos114_ga_ms2_NMR_D2O_125	aos118_ga_ms2_NMR_D2O_126	aos120_ga_ms2_NMR_D2O_127	aos133_ga_ms2_NMR_D2O_128	aos135_ga_ms2_NMR_D2O_129	aos140_gt_ms3_NMR_D2O_130	aos166_ga_ms2_NMR_D2O_131	aos167_ga_ms4_NMR_D2O_132	aos169_ga_ms2_NMR_D2O_133	aos197_ga_ms1_NMR_D2O_134	aos196_ga_ms3_NMR_D2O_135	aos193_ga_ms2_NMR_D2O_136	aos198_ga_ms2_NMR_D2O_137	aos88_ga_ms2_NMR_D2O_138	aos94_ga_ms2_NMR_D2O_139	aos85_ga_ms2_NMR_D2O_140	aos99_ga_ms2_NMR_D2O_141	pooled_mutant_NMR_D2O_142	pooled_pd1074_NMR_D2O_143	solera_NMR_D2O_144
ppm_8_6247	0	0	61.26	992762354.4986217	431095036.5961303	388537762.5983329	160543711.2168217	266244717.5616328	198785386.0627486	260236477.6268537	176143877.5977542	278268583.2277061	86539530.95601451	317401602.490739	83790849.17497003	252489916.7289902	238555133.5375654	216352204.5537362	230426734.6470072	157579248.9136593	156539936.0643713	248555262.1451681	225304602.0677152	234774667.1559889	252297586.8697329	616143003.9275913	107412060.6129562	206050002.7038198	301665816.0407103	410606838.471828	211690034.5332507	510734212.8286247	282515760.3858563	150468679.278634	435768361.5157655	164689873.3272631	204290399.4240929	205613064.4970369	349047816.7327866	216063817.2890277	148583665.0953548	213185518.7983356	255927037.7836916	518910623.6863523	607235728.8634124	322131820.3384974	525394223.9047799	154595883.0576022	152590439.6676028	112239552.1845447	74398888.89022315	293390943.7008455	201605151.519712	64435392.21578026	285181689.3355217	596598023.8960333	663620443.8149781	740002731.6224785	343694503.3550323	18368660.21146338	365399927.9464929	957961805.068841	172073217.3005453	541035092.0589439	157209742.9726988	18368660.21146338	76958191.34876996	500034938.4827604	627923027.3848729	192886256.1247138	273359584.7201056	395414372.8196905	212535513.624869	126449546.020127	212973394.6193751	196163810.6427878	163148566.1651051	275946223.1698369	320129715.3789208	220242795.5478541	346161034.5741818	261973668.7275248	320943503.420957	133273023.4858737	236330607.5077366	344361310.9925505	548344705.4907043	511057824.0248632	127557487.2915489	305905863.1040967	266767337.4330893	139192041.0693355	158744436.9922718	162742919.0471091	86378722.8377459	48342215.27415359	77075869.78555757	157174899.0725958	85984998.56557643	183261978.8113973	139421790.1890549	177303507.3733231	265317328.082961	103933570.7420183	60997939.23080713	767228744.4884055	291321732.2351906	224403714.7855856	203039598.0611627	307600673.1337991	330690118.5791435	232338424.3613594	214545295.4965591	179451389.0427189	532599868.6993246	197653500.6610465	211581694.155009	419853706.2751884	523050159.1495481	214409714.1961465	540209262.9308537	158355442.231846	130889682.0362487	205393657.7821143	192950218.134946	368825761.1179819	157747366.4302581	217338384.0419244	143050049.1756606	92852559.22653937	531280702.7625597	186275985.6475182	237128431.458124	397654246.6931078
ppm_8_652	0	0	61.51	207666695.0013971	173281857.5506917	203510675.2488253	240764490.9346899	293165083.4259548	88821699.15217936	222718438.8739152	258262978.1521057	340886981.3297819	84150512.33587682	150306377.2570633	70901899.01724589	222861766.2422831	166680348.4928751	134734389.243677	164468776.1194386	119039299.1868951	182445871.8350563	197955871.8454144	139866852.1327304	361097088.6248548	296783701.1436223	140516142.1709517	144643628.3218747	43932105.54551733	184828366.1665006	207353890.3230001	94993182.24226457	352129186.6943409	152749211.3593571	81617669.59240067	198117006.8295781	61577820.71569014	151804366.9807763	127685292.6070626	124403345.3187192	171703358.2296655	537121949.8267465	199239757.8818082	130906170.3459846	247821070.9050117	197158977.5318568	204103314.4523735	380671095.099503	122771708.3723542	160147634.326683	101297702.4327581	102641800.0687348	165532061.6986384	108694057.4538231	88012363.27449322	132187707.4483403	306667417.417968	1118561223.174362	310577541.3636498	130210904.5214012	76569458.39459234	82905010.33411527	320526130.8725026	104948336.5746132	150206499.1183385	221054069.7959174	285748035.017468	240960283.0793305	240070014.2326567	330642422.0622931	117346657.7070369	170259350.7646601	218073163.7750607	174535029.1262056	217106169.7093359	181197866.6828947	306986289.9118282	378415838.0500342	252319118.1185231	128658771.9015434	102245113.5507741	116318238.2295849	128768768.5861276	215835682.8576076	89815885.70599842	115094187.2221037	121600236.7873991	240354584.2509758	84636315.11080593	78003102.32939094	103375266.8364871	262013512.6915016	133037043.9230841	43932105.54551733	149620197.1348279	103550489.0539304	82744393.27233386	83415386.3285715	44412598.55073231	105213365.8120805	107388576.4481179	137946290.8914856	89171393.02773327	228516339.6245797	64053375.49715108	51583559.0737676	261451223.2992949	140565095.3243747	295317894.8865926	250604546.9505786	339317285.9385815	340645658.177479	313551455.4094236	164068922.663483	108397092.4037663	202774082.0208972	123731511.3308644	92132970.26162028	196721275.4677286	130203395.2787094	118698329.5328814	126314550.4637622	99654473.08766007	114841142.3303964	132693176.1028787	110064860.4122815	235293100.5248431	106940306.7783457	119120555.2023846	96175248.0616883	70036770.69835752	84530355.40388989	103401587.6653979	89093068.29109764	171567158.942592
ppm_8_6704	0	0	38.3	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	160011060.8739451	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	90914132.95495188	-1312190.047666579	-1312190.047666579	110984363.1106778	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	59124800.47551638	-1312190.047666579	-1312190.047666579	105372141.3387158	-1312190.047666579	-1312190.047666579	101437587.8297788	-1312190.047666579	-1312190.047666579	-1312190.047666579	98346047.30370373	-1312190.047666579	135836306.7848287	-1312190.047666579	174847059.0450516	-1312190.047666579	112938726.3356011	-1312190.047666579	149605536.8762937	-1312190.047666579	124154086.9017794	121161943.8741564	-1312190.047666579	50920520.54981852	101479992.4346417	90634858.89113092	83108106.01335013	-1312190.047666579	-1312190.047666579	429058190.2756763	-1312190.047666579	-1312190.047666579	-1312190.047666579	57325228.74488783	148209768.9306059	122249916.5832746	-1312190.047666579	82038919.65729451	-1312190.047666579	114668138.9271498	168661383.9859998	-1312190.047666579	42235905.61493009	140384708.6815567	342868561.8684547	191504062.1862764	-1312190.047666579	-1312190.047666579	148321105.7840172	128713219.821355	108279537.7158948	-1312190.047666579	119801555.51187	79319607.37209129	97803215.35952735	-1312190.047666579	86253379.58924353	-1312190.047666579	126300454.7586628	108296141.546052	71965878.70220369	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	103698418.850993	-1312190.047666579	111189844.6976562	-1312190.047666579	-1312190.047666579	67558986.18475962	-1312190.047666579	82437336.99265218	87003187.30596739	-1312190.047666579	-1312190.047666579	-1312190.047666579	-1312190.047666579	190894869.7620578	85191041.62060463	207137664.4849874	144774053.827113	209741694.0442388	222912283.8000466	203153714.3400083	-1312190.047666579	82111461.10243624	72028292.54790735	-1312190.047666579	94709978.08461428	-1312190.047666579	-1312190.047666579	89386322.24559069	-1312190.047666579	101674145.2855678	-1312190.047666579	-1312190.047666579	112570594.3752573	-1312190.047666579	-1312190.047666579	114305503.4759098	-1312190.047666579	69126729.81220692	-1312190.047666579	-1312190.047666579	80591017.12709785	-1312190.047666579
ppm_8_691	0	0	112.16	191388223.5750568	127207153.4251611	325420770.4912274	11392312.34931964	189111139.2701031	96441606.97445023	135070365.8006848	144689453.0935551	137885648.7779977	90970612.37551475	117628293.2317299	82898245.85150063	106482914.9387364	129304898.8140079	107356000.9865923	136794474.7591984	109374439.9281085	147469908.5348526	99802440.79605436	11392312.34931964	257446916.9512858	11392312.34931964	163037999.9663909	107962869.1222408	87604771.85050926	119557689.1640217	150335609.7634368	113514878.5001088	347057005.8424823	121391712.0846398	87530929.26390284	150838210.4463117	61564441.36321235	121670122.9087128	176289897.5645095	76950940.24251318	138841362.9844612	106452822.6842758	11392312.34931964	123774460.5382572	179261763.7932177	119335719.0880365	156574139.6984968	207467521.0820479	105268533.2543722	146562780.3705444	84069920.56166327	66804229.72081488	158213324.3928194	145370788.007664	92123357.11309588	11392312.34931964	189793519.1158311	319866005.4597518	237500555.1454289	152989383.0881768	57755476.83591926	86443519.42429763	282532118.5229452	161457749.5913856	121782852.967136	122001149.5675075	86552935.09318846	105936523.7311273	213035930.5545998	217144164.4631298	39205317.48774737	132135661.5950465	208199149.2870591	11392312.34931964	142728344.4479426	130491771.2928454	141689902.1717507	92784717.00937629	162919967.6921482	106112642.4326192	119801555.51187	179207146.3265624	124642419.9941041	175603682.5529637	117446278.0027193	151980308.392212	189032520.4213023	133473060.8786054	117082610.954531	104377775.4246247	120565327.5319863	335543024.6342037	90906222.74371898	121198238.9708494	172135490.6400123	113635983.8514923	75647661.3020817	38158455.86463028	110771424.7752975	107706583.1529473	119927385.16752	108054794.7735185	88267071.18354452	237391158.3924074	66219935.95048058	41316567.4403252	348779299.342335	141970074.6853455	130915835.7358515	127275372.6729933	200299409.297453	260792240.9724982	162050841.5558865	98957718.1496886	103614789.0852402	118091017.495363	77816347.83348703	123435638.2924935	120313730.960382	68248317.17089343	82724911.39231455	132930668.9346006	94933351.3187412	140362124.3625046	81686467.57594645	73574466.11279607	340587628.8586533	63661068.89124787	11392312.34931964	113745617.3972783	91029773.08752328	73510527.81022716	103813308.65407	95717395.76267111	120930957.6535857
ppm_8_7216	0	0	88.54000000000001	319888156.3245578	225054885.6414998	798996509.229197	193846131.5749965	235761590.6843854	109793839.6356573	217051432.7783437	164608391.4361377	163850105.7509723	73876129.21278298	252018767.3188107	77269554.26857448	222821076.0956879	173104461.7977217	100604476.0159484	221174869.1964736	88075069.43679512	137052815.2694509	255628848.8031039	162260913.1302825	740696554.1129296	131682995.5125121	270631182.5181297	164056411.8839123	135003169.4685062	191645682.7587487	333197223.9472167	142804310.6061619	471338373.559438	335672917.3907249	118185028.2987202	216312421.9412593	116248243.8426518	278205823.7222302	377060091.7856858	259574479.2603801	164983869.3845853	148549633.7853464	239353485.3452665	196530538.68455	386788810.7694705	430343012.4475298	248741139.2225039	393778461.8015554	95161618.33450907	139691015.756938	87283961.66709876	82561764.15125364	195871864.3472382	209368369.4126254	93121269.37680179	328744618.5843543	277567661.3638935	410624677.9864628	303573654.6567709	182332240.2411888	80490766.25376821	150353809.7341011	251884721.5567925	172442122.2354761	263789111.0550755	130074364.7941787	101084528.6485433	152006163.8948463	218150012.1054695	271863902.2594042	83658092.59931266	172567820.1748743	225639583.1939383	155575506.9978261	113752533.4889625	214037495.9139316	209262460.1275464	196216028.4280804	244214445.811407	132838376.1032972	103912846.1064808	265460480.6443784	125682073.2376622	147786270.5930203	140053336.9777367	124774481.5034595	167832946.7787153	385631490.6992893	261809678.9922361	126920073.7979186	225079898.8382129	734893910.8571295	94913136.85696197	119840688.1418915	168336619.1822633	139582177.1338201	79351663.50573766	71247742.97467577	127215472.1121832	231383119.460098	249570685.8345876	161908566.8670686	104933377.4511794	353193731.753581	118764935.8642063	65983194.62094229	259015323.5461299	164956903.1456228	128373554.3136548	115416850.4956198	294764454.8623488	234833307.5391949	187936168.8075997	240037268.076799	119016185.0033354	347781151.9852731	168151720.1042383	228256615.9251958	274461866.1928487	179378193.2838861	140730560.3165774	235104781.9772215	146459076.4656452	151605923.4513576	153571207.6064634	161913733.2180495	773404365.5826193	54443352.49520552	244149111.4042245	270027050.7844247	131558617.2557222	210695043.1485627	173900025.7391735	115884392.86025	296500189.8028744
ppm_8_7563	0	0	88.95	175631048.7991199	171503039.6753772	334600175.1296532	99087493.58136106	199051548.8014928	112660808.0834925	130361645.743192	133089598.0457076	152831845.5603787	77996473.40317357	225058423.6587068	63692777.20136625	157206206.8215882	230346338.2965391	112940172.7798238	96666139.2312901	71152269.53483951	134443079.8893018	147333187.1929119	172927108.2577604	328148369.9527876	170207834.1939638	175368711.9781031	135758272.5111407	99005340.34244975	176973584.6632906	243557639.3656146	109437288.9630823	494541569.5434361	216796582.2672392	127072731.2038826	129595388.998008	60577066.1144774	278329561.4786046	232480296.904022	189302064.0403975	141864000.3594089	126231435.2339202	209003841.6515065	139340396.9199829	185777682.732372	184559936.2294436	108139372.6368189	387168517.3741679	117809811.8426025	125280662.3549843	36130789.32716215	70984978.38735729	192779842.705596	146741442.8850319	104506809.3485104	74053429.15927815	271926927.1759386	354229773.6130178	158665513.7864034	210637697.1270927	54932302.3966195	130725324.9229612	210081124.0670164	98077924.6732738	187633140.7139046	136077891.7988074	32401526.32658708	149647079.736463	263715579.7932677	240426419.722192	88843804.80406839	105671350.625741	222911804.1743097	171397920.3617613	165201692.9498082	214037495.9139316	216839859.2155564	189350178.9191571	190324465.0023628	154276940.0030863	87882387.95796025	248397635.077817	202443424.5906588	140099400.3179119	122941359.6253911	134155892.8373769	234293005.2668614	174760702.3529758	141590875.0526189	122070644.8983594	173801554.7254861	502067972.0664631	140975410.5806759	114188081.3763201	268537889.5333937	82379988.00275522	82302573.76641995	62759116.55689824	121845580.9554057	154225613.94099	227740142.939133	162486397.375929	131610296.4921338	262659048.1870552	74630283.90422535	71708592.26014549	230744648.481452	163250021.1451654	117425907.6193389	158014429.0367705	249124557.9470711	236205300.1455915	159566648.6379486	290273642.1728154	94850931.53693432	95355148.49205709	136787054.7928259	125299845.3757659	166318569.0727947	158867385.5388939	170705327.352018	139503198.8790344	96182805.00455129	131802514.269423	192193798.1200709	123923304.8240837	510605927.9456446	117606013.0514693	195106755.1448165	215816060.6485376	102144756.0279064	129499956.6013829	151523357.1384511	148594072.0689952	162271111.5128121
ppm_8_7883	0	0	75.51000000000001	143726824.6469362	133494191.1189549	174402598.6904531	67494687.17503655	136858992.7804701	100582373.0511088	100264601.1203628	88355183.5811491	11616339.81273246	60445957.440956	137292192.8451463	77485172.64291251	121474879.9429376	121222686.3447671	85053875.00259936	47097887.25551391	77149415.20172	114400937.4646686	91156967.2715435	77959010.59204578	184443006.6843452	156707868.3234345	138515396.7830915	135915958.7144069	67329079.44590542	130388664.6956699	168914873.0918984	152979468.5875326	275618914.3418772	215839892.6627827	88819681.50804061	203614401.4439413	46903016.43928719	11616339.81273246	206218780.2759639	11616339.81273246	105511323.4902893	96634071.72460234	208909608.6256669	96133570.84448254	155665063.3120739	123225360.4672832	62629161.72889996	160694054.7742968	86700478.3155086	86441452.91912043	60236551.76773071	80827858.17624015	135530420.8127524	112223091.9055987	98066498.38947326	85366236.63025355	189344929.9539921	143741721.0861969	184202411.0390191	116637189.086705	73790330.99793923	117898127.3948836	163076539.2789211	11616339.81273246	198555464.3331859	114290957.388301	108624994.8562511	136210303.8399909	118055414.6627018	178013293.8667541	120817106.0330556	79629923.27578402	161466907.6420679	102444562.6097893	139799134.9240034	143333948.5308863	97730799.82184029	11616339.81273246	183316724.278379	99041505.38133192	62335723.56534338	144596571.8395443	125137715.6027957	125504233.7293184	81783921.9930371	115019040.2628678	149134329.5659749	141887307.6135554	140729859.5964811	106582216.2911641	126854294.8601648	273468187.9798816	113751275.280437	116780850.7433384	129250695.9997199	70364679.42521715	71129883.52629524	82706510.00582367	93242250.67291862	128302650.5442353	121226262.0480176	126551455.7726753	116403531.4563607	387733669.2841777	99940243.88174534	38210827.62431711	118251059.1657453	111466576.5910983	117310862.8443433	11616339.81273246	201162738.1832883	180496088.6078286	166176945.4073601	145695198.1135693	89121966.11832368	135717708.9568623	102212778.0473249	11616339.81273246	134659258.5733577	117338094.1095788	116330594.0694373	107785415.4691228	88328567.20949137	136839711.4899613	103384754.4090655	90559808.03613257	314180156.7659538	64633702.97744125	140149364.5359744	11616339.81273246	99260935.138982	70046282.95686662	93665800.61621618	114110917.9567413	136585435.5075243
ppm_8_8103	0	0	58.41	137666258.9044721	144307644.582759	128105133.5632963	133977941.5661976	150613695.8434769	67568381.16454387	158220086.4560288	170800609.186271	144077956.7041259	68593892.40448523	100423512.9984188	64292199.07231289	135755125.5256734	169597902.1027491	5713617.26553005	5713617.26553005	60425590.97939014	129387710.1351902	119845226.9488585	77460185.28185439	154982233.4856546	130123798.5140526	183025429.4346634	118229372.6505237	96622180.67296052	109274671.8731102	257309282.8898254	231402917.3436834	5713617.26553005	248807394.5477987	87299850.7158882	5713617.26553005	96760107.94096088	307625210.7930003	179208454.3676258	278430764.1155425	127896233.23914	154041350.9614715	221375055.0522139	177728503.0210828	113930518.8814902	91324603.06809831	185725056.1967821	220439312.8197141	63058412.20993954	82798267.37081766	106037463.0666863	67273216.76175845	174845519.9342978	5713617.26553005	83160249.40886468	160518811.7040105	164374459.4251504	163193355.7423556	155795773.4895029	116275011.4807972	70387641.4943496	118442214.2907008	174211257.914726	227734081.7842611	181246359.2420772	5713617.26553005	123122947.6046903	155770744.1809495	270937628.2139459	297169501.0710502	5713617.26553005	214477925.5073388	173306133.2405879	143646322.631886	131907370.2524745	158751182.853545	152652184.4716024	258290483.2071004	192315918.6114411	5713617.26553005	87469439.48806131	175612898.9472651	96416553.64915538	159784467.0178446	105561815.7267832	183008445.3393286	216807523.0160593	89396403.08092546	143821996.0840692	106079517.9907185	239744187.8808821	252844211.5755495	155623306.9249161	100351008.6714129	220032058.2682087	130447946.247463	90113048.0854668	5713617.26553005	104461960.6138003	159853360.6745434	217531558.1269642	175992132.8260148	119746914.8242849	5713617.26553005	5713617.26553005	65550176.41346556	185077616.5833046	215887992.8317201	122878006.146992	102101644.21127	5713617.26553005	5713617.26553005	195506867.540033	267222378.6937631	93365730.06177223	480127470.4893876	220921593.2390748	165801701.4562486	163607999.4292238	187844200.3398193	152793673.0153828	121564572.3629252	168283664.8365089	116312157.2511584	5713617.26553005	144497315.6244599	291907724.4338474	113539331.2547036	114917983.8099427	253368049.6669072	59106585.86698484	134182937.2180625	140194970.9933115	134734289.415431	138521964.4937214
ppm_8_8242	0	0	9.380000000000001	1167229079.895824	1106051274.02649	2110575598.647598	1274439016.464206	1388575706.786089	382535894.6068853	719398213.6918372	448703781.9002485	62630662.20231628	260496700.096616	1320802194.964683	151891145.7283723	1096547422.216956	941807471.4632021	641198570.9977683	644840931.3986053	129342477.8247368	1077560539.350781	1448919708.956912	861015120.7275844	2287259724.851575	721611631.7207789	959214702.2093147	734179531.1430382	343949012.457005	416601090.1898229	1797032971.604065	1269368453.601208	1751978942.164887	1064589701.97193	490507608.7130456	876180871.9228439	520581361.9436541	1703619596.80027	854949462.5438023	1286767686.206931	597227630.0181507	675216137.8835835	927628248.8550274	964455015.4899287	925922735.1565046	1032128532.590147	1162823795.42004	2237646089.27183	79886000.54162234	373923524.2681324	364344997.2561531	110859866.248843	844100298.4323869	982980282.1932805	294536691.8686896	1244742802.49852	1295725649.746815	1212018238.64755	891891224.3467891	948410844.1414887	308318139.0359287	327177197.8863783	1028116869.603954	62630662.20231628	1397464709.50475	402920213.1219366	304285895.0657603	553006558.4514561	1737538577.215756	1596393696.860076	646448407.2922453	1617815245.53422	1669320572.990871	681690749.0120808	548754878.3341167	654295242.0451018	805960387.1357547	1304050618.044947	1832864775.782223	428122956.4037771	910801284.3786498	1510619788.738876	993652114.1346143	513735082.2780011	531773642.7003446	914839411.6497159	62630662.20231628	1069954041.529859	1480666288.023721	567541645.1864765	1352241371.187613	1815320450.854095	888957898.0809613	551845115.537462	1513788619.732221	450721502.041802	62630662.20231628	414705134.0790294	518363313.9858101	562578713.4856231	1617787298.555173	674642803.594952	384022486.7449294	778167946.1877323	264962334.098988	338373081.0044826	1138222399.29728	1179623202.63253	752889226.4770064	437297043.8886884	942293704.5827872	722888386.6859176	463758795.8646816	1416837722.155655	380094056.0322289	2460974973.672465	1387182374.116837	1187668629.043156	1061088757.393982	877174137.688228	924345932.1595718	466057594.322885	1232158109.195603	569271341.5393323	883980260.3468437	825482472.7760538	1931985455.647012	490340338.916277	1252581558.083857	2091454767.994019	534851576.5731394	1010517169.299454	1046419424.530178	751214617.8319583	1137806631.419091
ppm_8_8302	0	0	2.72	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	445796831.2362919	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	520581361.9436541	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	2237646089.27183	69072983.38378006	69072983.38378006	364344997.2561531	69072983.38378006	69072983.38378006	982980282.1932805	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	1203822089.600672	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	1304050618.044947	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	929706652.47885	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	1513788619.732221	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	384022486.7449294	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	1416837722.155655	69072983.38378006	2460974973.672465	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	825482472.7760538	69072983.38378006	69072983.38378006	1252581558.083857	2091454767.994019	69072983.38378006	69072983.38378006	69072983.38378006	69072983.38378006	1137806631.419091
