ppm	blank_peak	blank_intensity_flag	align_score	solera_NMR_D2O_3	aos122_ga_ms2_NMR_D2O_4	aos127_ga_ms2_NMR_D2O_5	aos129_ga_ms2_NMR_D2O_6	aos142_ga_ms2_NMR_D2O_7	aos145_ga_ms2_NMR_D2O_8	aos149_ga_ms2_NMR_D2O_9	aos25_ga_ms2_NMR_D2O_10	aos27_ga_ms3_NMR_D2O_11	aos32_ga_ms2_NMR_D2O_12	aos43_ga_ms4_NMR_D2O_13	aos46_ga_ms2_NMR_D2O_14	aos48_ga_ms2_NMR_D2O_15	aos50_ga_ms2_NMR_D2O_16	aos54_ga_bku_NMR_D2O_17	aos58_ga_ms2_NMR_D2O_18	aos65_ga_ms2_NMR_D2O_19	aos67_ga_ms2_NMR_D2O_20	aos76_ga_ms2_NMR_D2O_21	aos78_ga_ms4_NMR_D2O_22	aos127_ga_ms3_NMR_D2O_24	aos106_co_ms2_NMR_D2O_25	aos99_ga_ms2_NMR_D2O_26	aos108_ga_ms2_NMR_D2O_27	aos113_ga_ms1_NMR_D2O_28	aos115_gt_ms1_NMR_D2O_29	aos165_ga_ms2_NMR_D2O_30	aos167_ga_ms3_NMR_D2O_31	aos170_ga_ms2_NMR_D2O_32	aos173_ga_ms2_NMR_D2O_33	aos174_ga_ms2_NMR_D2O_34	aos175_ga_ms2_NMR_D2O_35	aos188_ga_ms3_NMR_D2O_36	aos192_ga_ms2_NMR_D2O_37	aos199_ga_ms2_NMR_D2O_38	aos200_ga_ms2_NMR_D2O_39	aos53_ga_ms2_NMR_D2O_40	aos56_ga_ms2_NMR_D2O_41	pooled_natural_isolate_NMR_D2O_42	pooled_pd1074_NMR_D2O_43	solera_NMR_D2O_44	solera_NMR_D2O_49	aos184_ga_ms2_NMR_D2O_50	aos185_ga_ms2_NMR_D2O_51	aos27_ga_ms4_NMR_D2O_52	aos28_ga_ms2_NMR_D2O_53	aos35_ga_ms2_NMR_D2O_54	aos36_ga_ms2_NMR_D2O_55	aos37_ga_ms2_NMR_D2O_56	aos38_ga_ms2_NMR_D2O_57	aos40_ga_ms2_NMR_D2O_58	aos42_ga_ms2_NMR_D2O_59	aos43_ga_bku_NMR_D2O_60	aos54_ga_bku2_NMR_D2O_61	aos71_ga_ms2_NMR_D2O_62	aos74_ga_ms2_NMR_D2O_63	aos69_ga_ms1_NMR_D2O_64	aos86_ga_ms2_NMR_D2O_65	aos90_ga_ms3_NMR_D2O_66	aos98_ga_ms2_NMR_D2O_67	aos99_ga_ms2_NMR_D2O_68	aos73_ga_ms2_NMR_D2O_70	aos81_ga_ms2_NMR_D2O_71	aos87_co_ms3_NMR_D2O_72	aos100_ga_ms2_NMR_D2O_73	aos96_ga_ms2_NMR_D2O_74	aos82_ga_ms2_NMR_D2O_75	aos84_ga_ms2_NMR_D2O_76	aos92_ga_ms2_NMR_D2O_77	aos93_ga_ms2_NMR_D2O_78	aos95_ga_ms2_NMR_D2O_79	aos107_ga_bku_NMR_D2O_80	aos109_ga_ms2_NMR_D2O_81	aos111_ga_ms2_NMR_D2O_82	aos116_ga_ms2_NMR_D2O_83	aos113_ga_ms1_NMR_D2O_84	aos125_ga_ms2_NMR_D2O_85	aos134_ga_ms2_NMR_D2O_86	aos140_ga_ms3_NMR_D2O_87	aos171_ga_ms2_NMR_D2O_88	aos180_ga_ms2_NMR_D2O_89	pooled_mutant_NMR_D2O_90	pooled_pd1074_NMR_D2O_91	solera_NMR_D2O_92	solera_NMR_D2O_97	aos85_ga_ms3_NMR_D2O_98	aos181_ga_ms2_NMR_D2O_99	aos193_ga_ms3_NMR_D2O_100	aos196_ga_ms2_NMR_D2O_101	aos26_ga_ms2_NMR_D2O_102	aos39_ga_ms2_NMR_D2O_103	aos41_ga_ms2_NMR_D2O_104	aos33_ga_ms2_NMR_D2O_105	aos44_ga_ms2_NMR_D2O_106	aos47_ga_ms2_NMR_D2O_107	aos49_ga_ms2_NMR_D2O_108	aos51_ga_ms2_NMR_D2O_109	aos45_ga_ms2_NMR_D2O_110	aos54_ga_ms4_NMR_D2O_111	aos66_ga_ms2_NMR_D2O_112	aos70_ga_ms2_NMR_D2O_113	aos69_ga_ms3_NMR_D2O_114	aos75_ga_ms4_NMR_D2O_115	aos79_ga_ms2_NMR_D2O_116	aos83_ga_ms2_NMR_D2O_117	aos87_ga_ms3_NMR_D2O_118	aos91_ga_ms2_NMR_D2O_119	aos101_ga_ms2_NMR_D2O_121	aos102_ga_ms3_NMR_D2O_122	aos105_co_ms2_NMR_D2O_123	aos113_ga_ms1_NMR_D2O_124	aos114_ga_ms2_NMR_D2O_125	aos118_ga_ms2_NMR_D2O_126	aos120_ga_ms2_NMR_D2O_127	aos133_ga_ms2_NMR_D2O_128	aos135_ga_ms2_NMR_D2O_129	aos140_gt_ms3_NMR_D2O_130	aos166_ga_ms2_NMR_D2O_131	aos167_ga_ms4_NMR_D2O_132	aos169_ga_ms2_NMR_D2O_133	aos197_ga_ms1_NMR_D2O_134	aos196_ga_ms3_NMR_D2O_135	aos193_ga_ms2_NMR_D2O_136	aos198_ga_ms2_NMR_D2O_137	aos88_ga_ms2_NMR_D2O_138	aos94_ga_ms2_NMR_D2O_139	aos85_ga_ms2_NMR_D2O_140	aos99_ga_ms2_NMR_D2O_141	pooled_mutant_NMR_D2O_142	pooled_pd1074_NMR_D2O_143	solera_NMR_D2O_144
ppm_1_4258	1	0	60.16	1677542486.636022	1677542486.636022	16568159218.85951	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	15872773927.29334	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	17301885047.03775	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1770082633.597658	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	13461937692.5908	1677542486.636022	1677542486.636022	1677542486.636022	11163585396.81811	1677542486.636022	13007472571.41403	1677542486.636022	1677542486.636022	17808777071.26424	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	12611034787.67496	1677542486.636022	1677542486.636022	6762072521.011115	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	16031039649.08646	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	10006906643.41833	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022	1677542486.636022
ppm_1_4375	1	0	32.49	22857576268.37089	10160831374.9581	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	9517791322.330887	10149154024.10225	1908269004.910954	19321735272.2253	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	10897943956.64849	1908269004.910954	1908269004.910954	1908269004.910954	9952946189.460117	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	17271108176.84542	1908269004.910954	1908269004.910954	1908269004.910954	8232930725.998337	10457341737.21547	8689335845.215811	19103373313.19239	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	11105054576.09254	10393048553.80482	19835492924.10738	17087991945.33195	18235512315.37563	19372515782.23893	2058687976.223733	10830558885.47736	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	12838261532.01439	12326537461.83537	1908269004.910954	15144782683.60842	1908269004.910954	1908269004.910954	20136909231.15149	16698502122.60209	1908269004.910954	7342596787.990853	8607108434.910406	1908269004.910954	15427846841.36319	22304012576.17177	1908269004.910954	12207511263.86603	19952316564.82273	9540072380.931948	6435429284.527302	9149702928.043396	12519676234.54561	18702128885.06737	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	6891344266.556297	13061474367.38053	1908269004.910954	15721055551.38697	19136470416.00984	1908269004.910954	1908269004.910954	21084940798.2933	14319185404.59739	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	1908269004.910954	14705276043.65218	1908269004.910954	20920442584.91331	13750342300.0837	1908269004.910954	10153124440.3737	1908269004.910954	1908269004.910954	15779011558.61301	26731955790.69159	11069849025.81377	6834703791.869643	12310528230.41042	6417590318.969089	6290107238.599435	1908269004.910954	1908269004.910954	28348119379.54472	11813808712.75462	1908269004.910954	14639907345.16758	13291804306.0253	10794520324.04535	1908269004.910954	10612821570.06883	1908269004.910954	1908269004.910954	11555615963.79361	15400393149.22864	1908269004.910954	13341052972.73075	20656561279.81308	1908269004.910954	1908269004.910954	14107377583.71263	11622583092.51925	14274346417.84867
ppm_1_4552	1	0	82.29000000000001	2400526415.19508	2400526415.19508	22035294595.47487	2400526415.19508	2400526415.19508	2400526415.19508	10099827778.07126	10152237574.2064	11646791521.78361	7137898481.109831	21560185669.67973	6342114550.667873	14852907134.12598	10706174267.42538	2400526415.19508	13410786892.74809	7735654128.950739	10920466056.41863	17155187840.09413	15554658476.0083	21395239264.89878	10416364352.14634	2400526415.19508	2400526415.19508	2400526415.19508	11729367017.37901	19409435104.38879	2400526415.19508	20901391838.9352	2400526415.19508	12415444532.95904	16363148882.81286	8668619135.796267	19814620790.73394	14186222474.96691	2400526415.19508	8209338838.670842	2400526415.19508	2400526415.19508	11206213643.30192	2400526415.19508	2400526415.19508	17717236190.83419	20480022129.63794	3248777389.482502	10444826972.60263	2400526415.19508	3921343090.009954	12458930573.40282	2400526415.19508	2400526415.19508	12926039205.54977	13102863393.0505	12728965021.08393	15664966532.31841	18085003851.95815	2400526415.19508	2400526415.19508	2400526415.19508	16384638571.3466	21055937650.0774	6831541388.095549	2400526415.19508	2400526415.19508	16139746934.02582	22676092818.87602	2400526415.19508	11858635760.48737	22246752161.21012	8974334689.347414	7957678588.305193	2400526415.19508	13464159816.09104	18779247027.73717	15820518486.46875	2400526415.19508	2400526415.19508	16103970697.35859	14376998640.94835	2400526415.19508	2400526415.19508	13703649156.66361	2400526415.19508	2400526415.19508	2400526415.19508	2400526415.19508	2400526415.19508	20117901486.39972	14264917265.24855	2400526415.19508	2400526415.19508	2400526415.19508	2996399257.524195	2400526415.19508	2400526415.19508	17499291453.21623	22700282150.19653	13260715575.04407	2400526415.19508	14375681779.19353	9743890380.302052	2400526415.19508	17906908220.62143	29474898440.95618	12909215735.3104	7123761490.789566	14088275063.46588	6332025269.770601	6319493181.483566	2400526415.19508	2400526415.19508	28161571795.9516	2400526415.19508	12416407614.152	15366956283.92316	15073621306.29684	2400526415.19508	11535579067.43887	2400526415.19508	8987112667.204409	2400526415.19508	11909052456.35111	15310267174.9694	8348969657.18664	2400526415.19508	22766986487.26372	2400526415.19508	2400526415.19508	14636510487.90627	12207104146.8392	12450088509.50101
ppm_1_4761	2	0	17.64	734002972778.5691	162514650816.9466	752797692804.1227	140827262830.924	188757819261.6939	158653973832.8376	393040433324.9054	268328689353.974	401672962105.4644	52680542156.4221	368190588511.1315	34159228328.86798	282700063551.3126	135115634423.9115	232866522633.4631	235890153594.4536	30820050923.434	105531454166.5442	226278207998.9644	215252054096.3862	662141152881.0973	369902637626.8482	452841188856.9849	141249446979.1836	161114243484.4078	94797504913.75797	271911976266.2084	307886236713.2247	210443402197.3929	165098324177.9103	70432949505.48904	138435910023.4867	83641041863.94371	212053836056.3757	109341158630.4225	459935744422.1553	234702848238.0677	371052448369.7066	202307913195.8766	321856097200.2706	512971414581.7313	633775281462.8383	143943967664.9419	447908360631.0399	57549150312.62514	228938023161.1504	239382852574.3483	28188316519.01524	371910993425.6406	529011908507.9328	71364245925.91882	224749149006.7998	322419518212.202	1010070313635.624	211662802561.2309	372421735602.9803	134944193773.6596	233453634969.8123	780487744215.5879	501703392959.8911	558806761638.5685	297146938104.1466	231958264340.0941	424572083434.5048	598308594266.1277	484943662566.0049	216827256939.2169	234219520280.5169	777090207180.4829	306357534066.4119	265013929459.9075	487972383055.1901	577347348760.9231	708633632269.3567	264318192301.7928	184886139914.3342	102669596908.0421	393722238299.1749	273775810798.892	106292747641.7038	212425211465.1015	328304739008.7181	432998977573.1467	547981014535.3887	496364867582.2161	117353959965.0231	505563172459.8308	181060903581.8242	259789513540.6764	331901347905.7543	823926327924.3854	332408853550.4218	9923273009.267126	111726286621.3101	266693425075.6039	114978952715.078	528828598586.2694	148556903513.5517	147595771471.8953	305249572785.3817	65103732857.30521	116744135639.0485	984755471897.7611	853692117509.0824	576755658852.4355	364832901064.7082	605099934896.1692	373096661592.1479	248469203655.5493	838723616735.6602	160496232487.8852	536646098785.5533	216078266574.9485	406100850221.9746	382067475229.3184	367402946759.6847	264810164704.9904	162650568512.5355	272940076434.3246	120562347700.5013	430392395605.8773	227569564140.7501	169260046182.5051	48966804223.45724	567689427855.0298	630723093092.546	121109181230.4502	473129539457.1251	399955064806.441	340219927269.3456	430084888396.603
ppm_1_4896	1	0	17.43	724639471164.686	158393513975.1386	755689908106.818	140834566898.7289	189825161853.6511	159279732778.867	389420808702.7823	271712449037.0782	403533304404.7723	51947271846.20968	365556063681.5753	33233831216.64208	278464644593.035	137145141571.453	233407385637.126	236500170307.9205	30789713227.69439	103946984480.1888	226601237330.4951	217116216826.0381	666086141879.8678	371300007512.9861	427626143001.162	133228135064.0781	151985161103.6668	93206272343.65904	262962934443.2147	294213418131.9789	209217468203.2942	154481537811.9876	65877973122.4541	132641628062.1178	83413870123.83366	201812315264.716	101418948235.0087	436563438550.5719	236367772036.5866	363729534593.5231	198625303807.584	313259671985.4928	505244973131.9583	636752648593.7271	146964795796.1622	455259751779.3834	58289626313.45822	230084007937.6539	240169948529.8737	28489798611.04483	377097797123.6815	521228986517.3406	69290160407.79565	224039633104.2143	336957568692.1434	1022534235286.904	213409081464.9323	375328742337.7296	130589755178.8751	226311105805.7499	779353611375.3748	496740285206.366	552836639048.9762	306064777875.1641	222182622926.0012	405396901575.5634	579270501694.7369	485619074426.7089	203131661593.4375	236162324556.3965	780913232910.6538	309500893199.4061	270461149607.5235	488336745441.647	578932673383.0651	701281072218.9762	264786536468.4789	186551478881.3458	100924004361.704	388303055058.5498	266799997460.6545	107450970443.2472	214508616372.016	316731909095.9305	417025016440.5388	556572170397.7667	472300089095.3046	112096497919.2014	496380318431.4736	180549482850.1103	257748960889.6818	321521341924.247	815153332128.6155	323384049222.1639	9624917071.347052	106892486926.7223	256725669583.0704	112344792040.9254	523739376135.7205	144125152933.7125	142581921732.3983	302274683939.6348	62442199874.85825	113619069470.6218	1016456102718.477	835050721568.2939	576593098888.8878	372651113743.0074	616344938488.8734	375245960547.5267	260620339509.4004	848468960072.479	153559960763.609	510636377568.4861	211677371782.3596	398381873893.991	376315527882.4273	362673759772.7318	253322987983.7079	156818411205.7021	267089953297.432	119025709564.5675	425980645740.7394	226284576720.8447	166348467623.1847	48375844149.82217	565385751811.3687	613113953299.349	118001446854.5726	460465455050.0418	395698530364.4614	340973254442.2164	414497566313.05
ppm_1_5001	0	0	2.35	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	5116666735.214169	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	5133708759.014045	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322	1609670753.700322
ppm_1_5153	0	0	69.84	16442505616.04652	8595024210.619455	20659729089.03661	9387393608.527561	12942603508.12414	1508339486.860315	1508339486.860315	9901972334.832745	13005229122.34912	1508339486.860315	1508339486.860315	4336136012.133268	1508339486.860315	9808155845.219519	1508339486.860315	1508339486.860315	5267491567.076712	13525987336.80258	17018850477.06788	13285011291.36174	20936339105.28364	1508339486.860315	9352263317.795948	7636867095.689034	7183335844.950338	7728374361.281822	16527401341.24696	7416502015.905214	20121241288.16163	9415918445.275213	5648140172.929497	7148058492.963902	5826899332.088679	13011464129.3668	7083733492.068228	14299313739.66225	1508339486.860315	1508339486.860315	8961021763.421928	6997049548.289617	19548600658.25552	19209828884.34981	1508339486.860315	1508339486.860315	2649659503.447025	1508339486.860315	1508339486.860315	2637281449.657954	1508339486.860315	1508339486.860315	4923477092.81609	13034855787.89631	1508339486.860315	1508339486.860315	1508339486.860315	23097704599.17761	4893753141.944118	10134813112.19818	1508339486.860315	13293429528.5675	16308014675.4649	1508339486.860315	2865492070.727046	3861603649.159565	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	16579403586.05324	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	10041235476.44231	1508339486.860315	8043802138.445279	9050497224.342403	1508339486.860315	9581124460.77116	6175496896.769028	14657876189.31534	18273806687.58709	1508339486.860315	1508339486.860315	21693296806.97897	9206881874.715134	1515267942.44851	6141653281.71384	10976508255.83075	10080499950.22454	16665209826.93329	7352561604.903866	6892519308.394669	11773638448.54916	1508339486.860315	1508339486.860315	1508339486.860315	13096287965.70203	1508339486.860315	1508339486.860315	15663759865.64656	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	19853700226.86937	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	1508339486.860315	9999971014.477234	1508339486.860315	7154690612.377394	1508339486.860315	1508339486.860315	14361537592.81242	6115409924.090669	12391244185.57041	1508339486.860315	1508339486.860315	12551425862.90648	11933212628.76173	1508339486.860315	9438967500.128361
ppm_1_5289	1	0	19.29	1410447014.51788	7582392422.919382	18509945388.36053	8682070841.464741	11990358873.52422	8472405289.665426	10504233893.61967	9314609537.021748	12064830769.77043	4456796368.586355	18859268274.99548	1410447014.51788	13813694159.78167	8839365551.425753	9665994587.076685	13637961939.22316	1410447014.51788	1410447014.51788	15861267650.39251	12490345134.27444	18819881182.06528	8372702903.221128	8722478189.780975	1410447014.51788	7306508693.291528	1410447014.51788	15619130647.83713	7167364241.588467	19845291782.30602	9175919562.974194	1410447014.51788	7192526665.663021	1410447014.51788	12998068680.37037	7265475227.910587	13359508566.26573	8379271523.713333	10115426695.65432	8835307298.49078	6644775663.228176	18268424647.418	17668740485.50175	1410447014.51788	1410447014.51788	2434378785.884853	1410447014.51788	1410447014.51788	1410447014.51788	11813323975.14158	12089782791.60955	1410447014.51788	11796774042.09542	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	4671464793.869936	9558471436.02438	1410447014.51788	12315120742.40929	14759848241.7061	1410447014.51788	2883990151.800253	3527143225.389462	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	10563700524.99283	1410447014.51788	1410447014.51788	1410447014.51788	9816335578.798536	1410447014.51788	7475839082.643606	8045519200.158433	18104906873.99005	1410447014.51788	1410447014.51788	12994302468.12075	1410447014.51788	9855204941.476154	1410447014.51788	18141244073.59082	1410447014.51788	1410447014.51788	1410447014.51788	10030803361.66709	1410447014.51788	14076296932.8532	7027458050.149878	6853781774.438924	10362313825.76517	4517798649.037205	1410447014.51788	1410447014.51788	11723420366.64205	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	1410447014.51788	11987202651.43081	6702462208.147221	1410447014.51788	10105385420.2663	9134439875.734047	12799769868.90106	1410447014.51788	1410447014.51788	9719394984.820438	1410447014.51788	1410447014.51788	1410447014.51788	9773016582.156507	1410447014.51788	1410447014.51788	11314226282.93309	1410447014.51788	1410447014.51788	11090607462.24092	10944305910.65974	9717180197.569035	9172209433.898388
ppm_1_5374	1	0	24.16	16936071343.99998	7266212911.109594	17006182984.59616	8262910567.687119	12266322254.1066	1575129469.940262	9985967649.461174	1575129469.940262	1575129469.940262	1575129469.940262	17661113995.6484	1575129469.940262	14129656846.08931	8621317482.766155	9514016133.052797	13537980283.43699	1575129469.940262	14100884658.27797	15354716442.66349	11882719269.22542	1575129469.940262	1575129469.940262	8077731992.786149	8278141805.169641	1575129469.940262	1575129469.940262	14466126788.34089	6759950394.050519	1575129469.940262	9443562873.913698	6767135830.579216	7291289570.014106	4716881515.284889	1575129469.940262	7470398231.933358	1575129469.940262	1575129469.940262	10004716837.38355	8906270253.286335	6434611669.444417	1575129469.940262	1575129469.940262	11340261445.02236	1575129469.940262	1575129469.940262	1575129469.940262	1575129469.940262	1575129469.940262	11126666767.79009	11235544421.74472	1575129469.940262	11841636422.71569	1575129469.940262	1575129469.940262	13665906998.54623	15732240890.21172	4534986124.960242	9597784578.193918	1575129469.940262	11216392557.92148	1575129469.940262	6723307506.309808	2943809749.324438	3223122494.774123	1575129469.940262	14407734595.70712	8447331957.738482	10252388996.57162	1575129469.940262	1575129469.940262	1575129469.940262	1575129469.940262	10968756274.5762	13578951024.48679	16965408729.35948	10345855026.25901	9790918006.200218	1575129469.940262	12768585442.38497	9809446297.350876	8167068952.944958	7086985094.420518	7302559753.075916	1575129469.940262	10412925798.12321	1575129469.940262	11314272418.53334	20017055542.82378	9390669483.281693	8606452524.348385	15563640771.88787	8468293841.053041	1575129469.940262	1575129469.940262	9784173115.132799	8886165960.868671	12855272862.61678	1575129469.940262	7069869076.17713	10071726486.63666	4741222673.989937	5232290752.44838	1575129469.940262	10648424992.56977	1575129469.940262	1575129469.940262	1575129469.940262	1575129469.940262	1575129469.940262	1575129469.940262	6935936229.281742	16400714709.84855	9668825970.423674	8592658188.333965	12281826553.0729	11279248530.65757	8495377235.41197	9751124463.780569	1575129469.940262	7231884464.130947	1575129469.940262	1575129469.940262	15599343780.92955	1575129469.940262	10842691312.79606	1575129469.940262	1575129469.940262	1575129469.940262	10261361869.27575	8992033895.752878	1575129469.940262
ppm_1_5457	0	0	19.9	1598012147.353261	7073559883.284013	14563191195.78531	8170315482.517328	12818107172.93707	1598012147.353261	9640916705.725201	7615880720.328139	1598012147.353261	4876058821.56123	17723317046.27996	1598012147.353261	14392469926.35646	8651042233.697411	1598012147.353261	1598012147.353261	1598012147.353261	1598012147.353261	15192148366.15349	11855692265.41247	1598012147.353261	7114071949.683168	7993960837.471668	8515021548.666199	1598012147.353261	1598012147.353261	12646568924.7221	6431341234.064582	1598012147.353261	1598012147.353261	6800850618.341677	7481873324.055862	4690786000.788187	1598012147.353261	1598012147.353261	1598012147.353261	1598012147.353261	9665742061.199869	8558666713.621054	1598012147.353261	1598012147.353261	1598012147.353261	10506854601.88979	13651821538.31823	1598012147.353261	1598012147.353261	1598012147.353261	3235192951.364223	10757748156.32092	10457926772.8982	6049712829.964481	11897401010.57215	15966248700.06659	1598012147.353261	12690699433.92693	12084553823.7084	4593160717.584053	9912980379.425457	15536421950.10868	1598012147.353261	12180198349.2032	6966197441.268372	1598012147.353261	3041605551.509202	13849313442.82816	12250988973.03819	1598012147.353261	10218668462.7473	12372694003.6584	7686986850.902668	4645633884.828905	6362290104.857428	9853457885.999344	12793274845.11817	1598012147.353261	10390419882.36343	9965505607.538773	10143779491.50014	12478127978.28597	9971186302.034927	1598012147.353261	6568341819.552811	6667541583.387949	1598012147.353261	1598012147.353261	1598012147.353261	9511840685.966806	1598012147.353261	8929567807.88361	1598012147.353261	12460046913.14386	7182636622.305185	1669409998.877409	6963661257.079124	9991508661.335129	1598012147.353261	11968374914.09562	1598012147.353261	7393529170.484505	9529554755.861488	4809188740.717136	1598012147.353261	20472685449.91056	9898061117.847603	1598012147.353261	1598012147.353261	9182414817.891418	1598012147.353261	1598012147.353261	1598012147.353261	7124513591.536526	1598012147.353261	1598012147.353261	8446103857.32047	1598012147.353261	10127268276.01586	8130098413.818148	9968995495.993504	7566341318.244764	7273746254.710993	1598012147.353261	1598012147.353261	1598012147.353261	1598012147.353261	9842338677.703768	1598012147.353261	5795273895.079705	8796198888.718739	9222039318.030651	8165417848.109248	1598012147.353261
