ppm	blank_peak	blank_intensity_flag	align_score	solera_NMR_CDCL3_3	aos122_ga_ms2_NMR_CDCL3_4	aos127_ga_ms2_NMR_CDCL3_5	aos129_ga_ms2_NMR_CDCL3_6	aos142_ga_ms2_NMR_CDCL3_7	aos145_ga_ms2_NMR_CDCL3_8	aos149_ga_ms2_NMR_CDCL3_9	aos25_ga_ms2_NMR_CDCL3_10	aos27_ga_ms3_NMR_CDCL3_11	aos32_ga_ms2_NMR_CDCL3_12	aos43_ga_ms4_NMR_CDCL3_13	aos46_ga_ms2_NMR_CDCL3_14	aos48_ga_ms2_NMR_CDCL3_15	aos50_ga_ms2_NMR_CDCL3_16	aos54_ga_bku_NMR_CDCL3_17	aos58_ga_ms2_NMR_CDCL3_18	aos65_ga_ms2_NMR_CDCL3_19	aos67_ga_ms2_NMR_CDCL3_20	aos76_ga_ms2_NMR_CDCL3_21	aos78_ga_ms4_NMR_CDCL3_22	aos127_ga_ms3_NMR_CDCL3_24	aos106_co_ms2_NMR_CDCL3_25	aos99_ga_ms2_NMR_CDCL3_26	aos108_ga_ms2_NMR_CDCL3_27	aos113_ga_ms1_NMR_CDCL3_28	aos115_gt_ms1_NMR_CDCL3_29	aos165_ga_ms2_NMR_CDCL3_30	aos167_ga_ms3_NMR_CDCL3_31	aos170_ga_ms2_NMR_CDCL3_32	aos173_ga_ms2_NMR_CDCL3_33	aos174_ga_ms2_NMR_CDCL3_34	aos175_ga_ms2_NMR_CDCL3_35	aos188_ga_ms3_NMR_CDCL3_36	aos192_ga_ms2_NMR_CDCL3_37	aos199_ga_ms2_NMR_CDCL3_38	aos200_ga_ms2_NMR_CDCL3_39	aos53_ga_ms2_NMR_CDCL3_40	aos56_ga_ms2_NMR_CDCL3_41	pooled_natural_isolate_NMR_CDCL3_42	pooled_pd1074_NMR_CDCL3_43	solera_NMR_CDCL3_44	solera_NMR_CDCL3_49	aos184_ga_ms2_NMR_CDCL3_50	aos185_ga_ms2_NMR_CDCL3_51	aos27_ga_ms4_NMR_CDCL3_52	aos28_ga_ms2_NMR_CDCL3_53	aos35_ga_ms2_NMR_CDCL3_54	aos36_ga_ms2_NMR_CDCL3_55	aos37_ga_ms2_NMR_CDCL3_56	aos38_ga_ms2_NMR_CDCL3_57	aos40_ga_ms2_NMR_CDCL3_58	aos42_ga_ms2_NMR_CDCL3_59	aos43_ga_bku_NMR_CDCL3_60	aos54_ga_bku2_NMR_CDCL3_61	aos71_ga_ms2_NMR_CDCL3_62	aos74_ga_ms2_NMR_CDCL3_63	aos69_ga_ms1_NMR_CDCL3_64	aos86_ga_ms2_NMR_CDCL3_65	aos90_ga_ms3_NMR_CDCL3_66	aos98_ga_ms2_NMR_CDCL3_67	aos99_ga_ms2_NMR_CDCL3_68	aos73_ga_ms2_NMR_CDCL3_70	aos81_ga_ms2_NMR_CDCL3_71	aos87_co_ms3_NMR_CDCL3_72	aos100_ga_ms2_NMR_CDCL3_73	aos96_ga_ms2_NMR_CDCL3_74	aos82_ga_ms2_NMR_CDCL3_75	aos84_ga_ms2_NMR_CDCL3_76	aos92_ga_ms2_NMR_CDCL3_77	aos93_ga_ms2_NMR_CDCL3_78	aos95_ga_ms2_NMR_CDCL3_79	aos107_ga_bku_NMR_CDCL3_80	aos109_ga_ms2_NMR_CDCL3_81	aos111_ga_ms2_NMR_CDCL3_82	aos116_ga_ms2_NMR_CDCL3_83	aos113_ga_ms1_NMR_CDCL3_84	aos125_ga_ms2_NMR_CDCL3_85	aos134_ga_ms2_NMR_CDCL3_86	aos140_ga_ms3_NMR_CDCL3_87	aos171_ga_ms2_NMR_CDCL3_88	aos180_ga_ms2_NMR_CDCL3_89	pooled_mutant_NMR_CDCL3_90	pooled_pd1074_NMR_CDCL3_91	solera_NMR_CDCL3_92	solera_NMR_CDCL3_97	aos85_ga_ms3_NMR_CDCL3_98	aos181_ga_ms2_NMR_CDCL3_99	aos193_ga_ms3_NMR_CDCL3_100	aos196_ga_ms2_NMR_CDCL3_101	aos26_ga_ms2_NMR_CDCL3_102	aos39_ga_ms2_NMR_CDCL3_103	aos41_ga_ms2_NMR_CDCL3_104	aos33_ga_ms2_NMR_CDCL3_105	aos44_ga_ms2_NMR_CDCL3_106	aos47_ga_ms2_NMR_CDCL3_107	aos49_ga_ms2_NMR_CDCL3_108	aos51_ga_ms2_NMR_CDCL3_109	aos45_ga_ms2_NMR_CDCL3_110	aos54_ga_ms4_NMR_CDCL3_111	aos66_ga_ms2_NMR_CDCL3_112	aos70_ga_ms2_NMR_CDCL3_113	aos69_ga_ms3_NMR_CDCL3_114	aos75_ga_ms4_NMR_CDCL3_115	aos79_ga_ms2_NMR_CDCL3_116	aos83_ga_ms2_NMR_CDCL3_117	aos87_ga_ms3_NMR_CDCL3_118	aos91_ga_ms2_NMR_CDCL3_119	aos101_ga_ms2_NMR_CDCL3_121	aos102_ga_ms3_NMR_CDCL3_122	aos105_co_ms2_NMR_CDCL3_123	aos113_ga_ms1_NMR_CDCL3_124	aos114_ga_ms2_NMR_CDCL3_125	aos118_ga_ms2_NMR_CDCL3_126	aos120_ga_ms2_NMR_CDCL3_127	aos133_ga_ms2_NMR_CDCL3_128	aos135_ga_ms2_NMR_CDCL3_129	aos140_gt_ms3_NMR_CDCL3_130	aos166_ga_ms2_NMR_CDCL3_131	aos167_ga_ms4_NMR_CDCL3_132	aos169_ga_ms2_NMR_CDCL3_133	aos197_ga_ms1_NMR_CDCL3_134	aos196_ga_ms3_NMR_CDCL3_135	aos193_ga_ms2_NMR_CDCL3_136	aos198_ga_ms2_NMR_CDCL3_137	aos88_ga_ms2_NMR_CDCL3_138	aos94_ga_ms2_NMR_CDCL3_139	aos85_ga_ms2_NMR_CDCL3_140	aos99_ga_ms2_NMR_CDCL3_141	pooled_mutant_NMR_CDCL3_142	pooled_pd1074_NMR_CDCL3_143	solera_NMR_CDCL3_144
ppm_3_9526	0	0	46.55	20585262986	6127653240	164730275.4	7075788424	6469612939	164730275.4	164730275.4	2074307405	2753339708	164730275.4	164730275.4	1432715048	164730275.4	5420981050	164730275.4	164730275.4	2083523808	164730275.4	164730275.4	164730275.4	164730275.4	2526964772	3621146108	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	5046383177	2133265075	6669242483	164730275.4	2433262994	164730275.4	164730275.4	164730275.4	164730275.4	6084633505	5596495525	24947309518	23684557909	164730275.4	164730275.4	164730275.4	1097177785	164730275.4	940473084.5	164730275.4	164730275.4	1741835769	164730275.4	6156078250	164730275.4	6782175245	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	3204941620	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	4803929530	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	27943444184	21227433402	164730275.4	164730275.4	6655783908	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	1403529471	4662849549	164730275.4	164730275.4	7101130735	2038068225	164730275.4	164730275.4	164730275.4	164730275.4	4573011019	164730275.4	164730275.4	4720116702	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	7163357719	164730275.4	5967212058	164730275.4	164730275.4	164730275.4	164730275.4	164730275.4	20944811000
ppm_3_9615	1	0	26.32	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	4575279956	5588887918	258194618.4	4453910051	258194618.4	3621146108	258194618.4	1624458916	258194618.4	6802879637	258194618.4	5560592177	258194618.4	258194618.4	258194618.4	5320709268	258194618.4	2732453715	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	4188786543	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	5267344619	2078529990	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	5217619208	5489335303	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	470178420.2	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	6916300278	258194618.4	258194618.4	4242907649	258194618.4	258194618.4	258194618.4	5821475012	7727987592	5646790532	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	7163357719	258194618.4	258194618.4	258194618.4	258194618.4	258194618.4	4892230173	5156955970	258194618.4
ppm_3_968	1	0	18.66	211178444.5	211178444.5	211178444.5	211178444.5	3565909115	211178444.5	2682751416	211178444.5	211178444.5	211178444.5	3153566509	211178444.5	211178444.5	211178444.5	211178444.5	1925931080	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	539582953.4	955993007.7	211178444.5	211178444.5	24866808882	211178444.5	211178444.5	211178444.5	211178444.5	728599526	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	8627416694	4166511389	3692759018	211178444.5	211178444.5	211178444.5	3400573007	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	3334899477	211178444.5	211178444.5	5194030196	3734865127	211178444.5	3258468124	2856927350	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	2085502163	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	2680281567	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	3099354461	211178444.5	211178444.5	211178444.5	211178444.5	2407809911	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5	211178444.5
ppm_3_9775	1	0	53.04	1428887472	3282500807	3059110624	4732815633	3565909115	156038120.1	156038120.1	596098033.4	156038120.1	1259276052	156038120.1	935621554.4	156038120.1	156038120.1	156038120.1	156038120.1	1304669292	1719427318	1844489749	3572194476	3289157649	1929271470	2571489330	2362086690	156038120.1	1187607357	4910867562	3363673127	2329627603	3377415059	957254127.6	4434492680	3618191561	995482021.1	1650763906	2877703492	156038120.1	875295366.4	3791753133	3541638372	156038120.1	1397232231	156038120.1	2873128078	156038120.1	1055821868	685383363.7	845086690.8	1747051002	156038120.1	1204140684	156038120.1	3703481391	6283039691	4166511389	156038120.1	1125321788	156038120.1	3377136786	156038120.1	2824403386	1680661354	156038120.1	156038120.1	3045314661	156038120.1	156038120.1	2289900347	3797180934	156038120.1	156038120.1	1998863603	156038120.1	3888104848	3128244343	1073342612	2815007160	2698662299	2912492427	156038120.1	4453966453	3147913230	3849958641	156038120.1	1341090024	156038120.1	2830735265	4362323845	156038120.1	156038120.1	156038120.1	1195730201	511069620	156038120.1	1387171711	998793797.5	2890912651	156038120.1	156038120.1	5339132726	1217161163	156038120.1	3241846514	156038120.1	3988932622	2286666178	2399020454	2426323949	156038120.1	3111214467	156038120.1	4520988556	5122102990	3943093064	2945199320	2859578338	3084674747	156038120.1	2875947647	1411453201	156038120.1	2849567520	4631194271	1207966526	3687407348	3053906501	867417398.8	3032125606	3212597585	3222528041	1108452192
ppm_3_9883	1	0	31.76	1578788456	384494328.6	384494328.6	2238230916	2007576983	1390169387	384494328.6	571496582.7	384494328.6	1302840162	384494328.6	966497314.8	384494328.6	384494328.6	384494328.6	384494328.6	1339438670	2029843979	2132147981	384494328.6	384494328.6	1293228646	384494328.6	384494328.6	1548838933	1310796102	384494328.6	2031575364	2028010190	1994683134	1063702110	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	434315523	384494328.6	384494328.6	384494328.6	384494328.6	1652598945	1696470661	384494328.6	6431850132	1037618060	796839687.6	982390729.3	384494328.6	1673256533	1258424003	384494328.6	384494328.6	384494328.6	384494328.6	2210661038	1531356999	1130300351	384494328.6	2523843202	3230277818	384494328.6	794281369.5	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	1952869029	1106463436	384494328.6	384494328.6	3862786073	384494328.6	1487747558	384494328.6	384494328.6	384494328.6	2334466723	384494328.6	384494328.6	384494328.6	1790313942	2058822807	1312888267	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	1948800713	470290666.6	1338282510	2390448353	998793797.5	384494328.6	384494328.6	384494328.6	1913752608	1324530273	1810103694	384494328.6	2609177885	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	1288088293	384494328.6	2354705451	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	384494328.6	1521393239	384494328.6	1440554426	384494328.6	1282540143	384494328.6	384494328.6	1092528443	384494328.6	384494328.6	384494328.6	1322608425
ppm_3_9928	0	0	7	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1871384832	416630486.2	416630486.2	416630486.2	1908252270	935289436.4	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	2003343050	416630486.2	1548838933	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1587192102	416630486.2	416630486.2	724587910.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1100052622	416630486.2	416630486.2	416630486.2	1673256533	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	2527208688	416630486.2	1533156648	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1869363412	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1421754742	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1288088293	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	416630486.2	1414264387	416630486.2	416630486.2	416630486.2	1314999452	416630486.2	416630486.2	1248519488	416630486.2	416630486.2	416630486.2	416630486.2
ppm_3_9961	1	0	20.07	1902381897	481939935.4	2726545931	481939935.4	2421801582	1657451500	481939935.4	481939935.4	481939935.4	1266344261	481939935.4	1149078024	2306780689	1804044422	1179792370	481939935.4	1363205551	2374193784	2418848587	2281696695	2793856386	481939935.4	481939935.4	1845105442	1560421498	481939935.4	2409844326	481939935.4	481939935.4	481939935.4	1300764605	1553483568	481939935.4	481939935.4	481939935.4	481939935.4	823417003.1	1089254409	3199713856	2404394366	1211298148	481939935.4	2119484866	2505895003	6509364027	481939935.4	1309221785	1014677347	481939935.4	481939935.4	1251278423	2778572778	481939935.4	481939935.4	2598130414	481939935.4	1828910671	481939935.4	481939935.4	481939935.4	3156499903	1108135244	481939935.4	1724567002	481939935.4	3095611030	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	1745613538	481939935.4	481939935.4	1854842367	481939935.4	481939935.4	2719226883	481939935.4	2664627007	481939935.4	481939935.4	481939935.4	1981088558	1984732959	1407100831	481939935.4	2319954050	900100387.4	1765293690	481939935.4	1111734610	1636603911	1838271435	481939935.4	2290010847	1624929228	4307662192	481939935.4	481939935.4	2534191426	481939935.4	481939935.4	481939935.4	1337006881	481939935.4	481939935.4	481939935.4	2461044867	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	481939935.4	1579687748	481939935.4	1766904563	481939935.4	1531691034	481939935.4	481939935.4	481939935.4	3278508976	2080451350	481939935.4	481939935.4
ppm_4_0018	1	0	20.84	436411482.5	2671756911	436411482.5	436411482.5	3629673729	436411482.5	2053741123	655820054.1	762717417.9	1512829130	2056974910	436411482.5	436411482.5	436411482.5	1591727028	1688774773	1129687006	436411482.5	436411482.5	2591100100	3053938957	436411482.5	436411482.5	2936732487	1667050041	1429162640	2877104662	2075051856	436411482.5	436411482.5	436411482.5	1898435295	1832631201	2030474053	1270966897	436411482.5	436411482.5	1236796458	3768493315	2905665819	1466106626	2438785345	2430850272	3045268658	436411482.5	437942317.1	436411482.5	465843056.4	1073396369	2175891952	436411482.5	3352330252	2264052963	436411482.5	3009538957	2765511392	1696478419	1748944830	436411482.5	2782190276	436411482.5	436411482.5	912816190.2	436411482.5	436411482.5	436411482.5	436411482.5	2659580934	436411482.5	436411482.5	436411482.5	436411482.5	2145858676	436411482.5	436411482.5	1636143349	1526289423	436411482.5	436411482.5	4556284906	436411482.5	3482947427	436411482.5	436411482.5	436411482.5	1946573039	436411482.5	2494771222	2790037368	1940760528	436411482.5	2009551273	1031355121	2033898437	436411482.5	759181130.6	2043080256	436411482.5	1873969795	2751963128	436411482.5	9022295190	436411482.5	2785066238	436411482.5	436411482.5	436411482.5	436411482.5	436411482.5	436411482.5	1566679862	436411482.5	436411482.5	436411482.5	436411482.5	436411482.5	436411482.5	2130047393	436411482.5	436411482.5	2179211717	436411482.5	2868368364	436411482.5	3037760983	436411482.5	1265055774	436411482.5	2618370239	2697054449	2259494615
ppm_4_0072	1	0	17.45	2170195408	222580439.2	222580439.2	3396521946	4492637262	1686086235	2308768015	222580439.2	222580439.2	1356297220	2640245692	935493705.2	2620113917	2106694005	222580439.2	222580439.2	222580439.2	3516252683	3417996245	222580439.2	3330316464	1679035670	2886000671	3599494017	222580439.2	222580439.2	222580439.2	222580439.2	222580439.2	2640768241	1274449218	2289624427	222580439.2	1531548403	1693299005	222580439.2	1077327594	1723023899	4319142288	3487231070	222580439.2	222580439.2	222580439.2	222580439.2	6477051525	222580439.2	1548586973	222580439.2	2239944392	2493412568	890764737.5	222580439.2	2424626898	222580439.2	222580439.2	222580439.2	222580439.2	222580439.2	222580439.2	3201998437	3394164688	1192287233	222580439.2	222580439.2	222580439.2	3446591757	1619552830	3091225613	4575179947	222580439.2	694899851.1	222580439.2	222580439.2	222580439.2	2807494034	1939792810	1870193595	1923393787	222580439.2	2726112216	222580439.2	4127831448	4618812168	222580439.2	2838060372	2240870347	222580439.2	2741607772	3138235895	2237417524	3379728979	222580439.2	222580439.2	222580439.2	1660072378	563326219.4	222580439.2	222580439.2	2158446675	222580439.2	1488267843	11532546255	222580439.2	222580439.2	222580439.2	1994937754	2189307287	222580439.2	1426512870	222580439.2	1561180486	222580439.2	2711732496	2669450126	222580439.2	222580439.2	222580439.2	2233334581	222580439.2	1622767916	3763730880	222580439.2	3280873286	1453522418	3215419029	222580439.2	1518867173	222580439.2	3496581594	3801305224	222580439.2
ppm_4_0123	0	0	20.68	233215515.7	233215515.7	233215515.7	233215515.7	4990801871	1767456801	233215515.7	854453833.9	1033525317	233215515.7	3302816626	737278431.2	233215515.7	2304837654	2435753477	1982429650	233215515.7	233215515.7	4134982190	3093251345	233215515.7	1703604409	233215515.7	233215515.7	1753913646	1482213616	233215515.7	2440146148	233215515.7	3057013917	1194456714	233215515.7	3227376675	233215515.7	233215515.7	3002633512	998742650.4	1917650266	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	4552498932	233215515.7	667861657.1	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	1674311013	2259961539	4396525799	233215515.7	233215515.7	233215515.7	1304868420	233215515.7	3187582764	4042703295	3254192438	233215515.7	233215515.7	1579806515	233215515.7	2006084321	233215515.7	233215515.7	3160584521	233215515.7	233215515.7	2189860224	2736277134	233215515.7	233215515.7	233215515.7	4938079095	233215515.7	233215515.7	2114838368	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	1055933357	233215515.7	1522245813	233215515.7	3219806932	233215515.7	233215515.7	4903740699	1150022045	233215515.7	233215515.7	3218251356	233215515.7	2308583207	2538235057	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	233215515.7	2985854250	2421633661	233215515.7	2956926943	233215515.7	233215515.7	2277885397	3280873286	1365957090	233215515.7	233215515.7	233215515.7	3590608551	4027641509	4518886544	3169137323
ppm_4_0227	0	0	59	208513275.8	208513275.8	208513275.8	208513275.8	9807983623	3825787409	2602552598	979812426.8	1096257321	1156840806	208513275.8	208513275.8	5971222379	4975132440	2933642884	2303154256	2181043453	208513275.8	208513275.8	208513275.8	208513275.8	2771237036	208513275.8	3440456777	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	3465864367	208513275.8	208513275.8	3133786841	208513275.8	208513275.8	208513275.8	9830682628	208513275.8	208513275.8	208513275.8	3562138333	208513275.8	6059121414	789561192.2	1967345335	208513275.8	5890201256	208513275.8	208513275.8	208513275.8	3591605532	208513275.8	208513275.8	208513275.8	208513275.8	3360086303	208513275.8	7165713418	208513275.8	1904135066	1468517086	2403197170	208513275.8	208513275.8	7738521236	208513275.8	208513275.8	2013429806	1163325724	2629780509	2642442440	208513275.8	208513275.8	2418588213	3100401175	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	2454799533	208513275.8	4153844516	3538097935	2562183877	208513275.8	1936442697	462523578	2789685772	208513275.8	208513275.8	208513275.8	208513275.8	2292132035	7078518012	208513275.8	208513275.8	208513275.8	208513275.8	208513275.8	2749936989	3195123658	208513275.8	1737102888	208513275.8	2512088839	208513275.8	8119009554	208513275.8	208513275.8	208513275.8	208513275.8	3135877931	208513275.8	1534348367	208513275.8	3008051109	5190529653	208513275.8	208513275.8	208513275.8	1732979642	208513275.8	5248183848	8550151528	208513275.8
ppm_4_0385	1	0	40.37	7631865954	11839622261	18956445898	9606888915	11870287274	4023732809	7594275013	1165528891	1449255902	3050993966	7979369737	2036510145	8658723593	6214695992	3570975148	4691096449	2480935287	10445939060	12886500863	10650500550	19495958203	4232952862	10071557284	4517747419	4393863108	4297168858	14162046684	8429947238	8355787688	11036441593	3646340289	10928339491	10653439177	5940694981	3714509248	12056418760	3420310516	3670741547	11563249462	9388572149	9766212658	11549171848	8976437342	17439077741	5828235096	1086674913	1807839489	1091029317	3321964343	7549335173	2157096058	17247867613	11326581690	27299173745	16922594659	16067749600	4090506304	4678692479	15660642730	10334369646	10933517067	2647128053	1679458163	2570385151	17702805333	12742088734	6213375698	11927059981	14525958612	2550223137	1221740571	3154512588	6506431335	8882476188	10781485314	4576032698	7923479626	13269255325	10154614684	5489157374	17219088443	10741909673	14607488422	13482241159	8937562736	2987233061	19212293367	10557554804	6891363420	4190635219	10875885840	1932625901	1001266471	5177843526	4055128981	1602737635	11755823979	3551426788	4857909342	11497968275	3752968670	4586064182	17548850280	9835809067	15437692548	4107589119	6501447116	4542889142	3423290421	11796232111	3224195084	21005360193	9133988459	12952466610	12268406972	10668232254	11002826393	6673544251	8356798914	3278905183	6487078270	6369904685	12094035673	4534425612	10134100657	21177634156	2836795854	11582202888	10060573713	9823079525	9877507752
ppm_4_0576	0	0	120.91	3563640969	348094375.9	348094375.9	3061224395	4176981731	2089818445	2855940820	860992172.9	879826252.9	348094375.9	348094375.9	348094375.9	2900637847	5096888212	2121674071	2219761936	2555713697	348094375.9	348094375.9	4326673222	348094375.9	1957982368	3582880441	1750102576	348094375.9	348094375.9	348094375.9	2774703524	348094375.9	348094375.9	3126269700	3674623088	3279672195	3753687303	2987525351	348094375.9	348094375.9	2926922748	4271606848	348094375.9	4091314369	348094375.9	348094375.9	348094375.9	5539604508	530583433.9	1610986946	1013241613	348094375.9	2734514953	1669751860	348094375.9	348094375.9	348094375.9	348094375.9	348094375.9	3757139877	348094375.9	4051346068	9267981170	348094375.9	2095468087	1205535216	2841071768	348094375.9	348094375.9	348094375.9	348094375.9	348094375.9	2198376950	952217219.9	3185307874	348094375.9	348094375.9	348094375.9	1589200105	348094375.9	348094375.9	348094375.9	2947276527	348094375.9	5005401879	348094375.9	348094375.9	348094375.9	2363150417	348094375.9	348094375.9	3114447012	348094375.9	348094375.9	1771152962	916739647.5	348094375.9	348094375.9	1411739359	4258480394	3209705448	348094375.9	348094375.9	2797947609	4098042416	4405926282	3269345612	348094375.9	3876031014	2414286420	4400754204	1918210048	348094375.9	348094375.9	348094375.9	3646270408	348094375.9	348094375.9	348094375.9	348094375.9	2708348081	348094375.9	348094375.9	348094375.9	348094375.9	348094375.9	348094375.9	3380970389	348094375.9	2530507989	348094375.9	3738855630	3830413615	348094375.9
ppm_4_0766	1	0	57.02	3772209363	7837383927	11391050586	6682274597	6458588014	3332748392	5831081140	1169330528	1124997138	2205867919	5144892510	1376320178	5102535043	4354755729	1900130637	3655249210	2872778543	6565103433	8398094895	6852885150	10146251948	4330880469	6059336130	3306946685	2492309992	3167671210	9619889142	6251978658	4017818426	6248494303	2221684967	6818977780	4347144068	3701695597	1595894053	7307301145	1038655029	2848783105	7353770322	6224341019	3934398347	6705013490	4545719718	739912667.8	739912667.8	739912667.8	1570423718	2038576070	2085125199	5021086055	1745370195	8938720877	6689190642	17004205480	8273559780	9143192425	2532885218	3167893442	739912667.8	7338753257	7142575177	1597452719	1270751978	1782953164	10544433131	7675450505	739912667.8	5838981915	10697949881	1810883843	1046592396	1858190098	2164354992	3167467611	6423373521	2805971185	4305001691	6321391330	5994348044	3380031422	739912667.8	6620384353	9421174953	6499469125	5251222586	2319862944	10455216437	6960883701	5453824566	2646772574	7465492683	739912667.8	1143417583	3511087680	2476255811	2208562386	7230554480	2206046574	3171139960	7002341629	739912667.8	2835997919	11571654374	6566270571	10412195624	2345492602	2769862657	2342605007	1836829644	2934121941	2303402275	9006259451	6300447717	6751537023	6845036472	5915705279	6518640536	4365346235	5774580463	2163490967	3996892519	4850750795	7683204694	2771409808	6464168735	10434484212	1924571747	8048953745	6213889538	6979835273	5504442578
